Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,4,H,4,A,1000.0,31.2,31.2,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85724,9618,2242,3484,73,99,118,6351,107,514,41,67,439823,3915,XRF2,1,2022-08-26,19:13:47,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1050.0,31.25,31.25,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,86052,9716,2349,3404,72,139,140,6384,46,464,56,63,440541,3682,XRF2,1,2022-08-26,19:14:11,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1100.0,31.3,31.3,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,86002,10440,2215,3426,32,135,171,6502,63,480,93,81,441071,3651,XRF2,1,2022-08-26,19:14:36,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1150.0,31.349999999999998,31.349999999999998,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,86339,10327,1988,3517,54,198,136,6567,113,479,48,48,441094,3909,XRF2,1,2022-08-26,19:15:00,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1200.0,31.4,31.4,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85788,9989,2136,3439,43,142,164,6495,53,468,47,37,438874,3162,XRF2,1,2022-08-26,19:15:25,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1250.0,31.45,31.45,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85530,9926,2129,3486,76,113,130,6364,141,490,51,69,440268,3584,XRF2,1,2022-08-26,19:15:49,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1300.0,31.5,31.5,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,85011,9879,2123,3288,40,113,143,6399,97,466,53,83,437311,3717,XRF2,1,2022-08-26,19:16:14,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1350.0,31.55,31.55,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,84031,9068,1921,3370,36,157,183,5915,65,438,18,68,436732,3778,XRF2,1,2022-08-26,19:16:38,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1400.0,31.599999999999998,31.599999999999998,44834922,SHLF10903421,50,0.75,10,14,10,12,Cu,83632,9378,1957,3351,67,134,133,5885,97,480,35,38,439722,3479,XRF2,1,2022-08-26,19:17:03,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1450.0,31.65,31.65,44834922,SHLF10903421,50,0.75,10,13,10,12,Cu,73970,4721,1085,2924,35,99,76,2983,113,304,45,91,439163,2106,XRF2,1,2022-08-26,19:17:27,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,4,A,1480.0,31.68,31.68,44834922,SHLF10903421,50,0.75,10,13,10,12,Cu,61389,134,138,2354,37,15,65,62,36,170,67,49,443109,98,XRF2,1,2022-08-26,19:17:51,YEON,2022-09-02 18:20:36,
395E,U1561,A,4,H,5,A,50.0,31.76,31.76,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85125,10056,1997,3506,53,138,202,6438,23,390,52,65,436917,4175,XRF2,1,2022-08-30,11:11:35,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,100.0,31.810000000000002,31.810000000000002,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84869,10129,2104,3417,67,138,167,6334,92,497,16,41,435139,3580,XRF2,1,2022-08-30,11:11:58,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,150.0,31.86,31.86,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85259,10630,2176,3493,89,154,109,6480,110,532,79,71,434019,3929,XRF2,1,2022-08-30,11:12:22,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,200.0,31.91,31.91,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85379,10318,2258,3542,100,120,126,6427,99,435,50,58,435052,5003,XRF2,1,2022-08-30,11:12:46,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,250.0,31.96,31.96,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85806,10235,2326,3517,46,165,162,6354,91,524,55,73,434710,4226,XRF2,1,2022-08-30,11:13:10,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,300.0,32.01,32.01,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85545,10501,2112,3510,23,134,160,6335,40,521,55,73,434940,4343,XRF2,1,2022-08-30,11:13:34,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,350.0,32.06,32.06,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85536,10628,2036,3472,53,97,153,6396,97,429,46,33,436313,4507,XRF2,1,2022-08-30,11:13:58,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,400.0,32.11,32.11,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85255,10706,1976,3456,95,96,122,6326,126,530,74,80,436129,4559,XRF2,1,2022-08-30,11:14:22,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,450.0,32.160000000000004,32.160000000000004,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85108,10212,2031,3439,118,169,175,6434,80,392,21,104,434416,4442,XRF2,1,2022-08-30,11:14:46,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,500.0,32.21,32.21,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84779,9562,2180,3312,37,197,194,6034,73,459,42,56,435175,4598,XRF2,1,2022-08-30,11:15:10,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,550.0,32.26,32.26,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,83956,9861,2066,3475,61,126,162,6177,72,436,40,25,433991,4149,XRF2,1,2022-08-30,11:15:34,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,600.0,32.31,32.31,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84151,10448,1978,3456,35,188,166,6195,69,488,38,72,433501,3939,XRF2,1,2022-08-30,11:15:57,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,650.0,32.36,32.36,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84788,10374,1954,3409,27,76,144,6317,85,454,44,74,434349,4070,XRF2,1,2022-08-30,11:16:20,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,700.0,32.410000000000004,32.410000000000004,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84919,10130,2106,3456,36,149,130,6162,86,443,40,85,434541,3970,XRF2,1,2022-08-30,11:16:43,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,750.0,32.46,32.46,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85194,10095,2252,3290,70,111,125,6256,136,504,35,90,435439,3565,XRF2,1,2022-08-30,11:17:07,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,800.0,32.51,32.51,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85205,10318,2080,3452,36,181,124,6167,108,498,26,59,436003,3109,XRF2,1,2022-08-30,11:17:30,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,850.0,32.56,32.56,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85332,10150,1999,3439,37,146,150,6081,93,534,41,60,436944,3973,XRF2,1,2022-08-30,11:17:54,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,900.0,32.61,32.61,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85206,10416,1907,3445,38,158,137,6170,100,499,38,56,437390,4271,XRF2,1,2022-08-30,11:18:18,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,950.0,32.660000000000004,32.660000000000004,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85339,10320,1795,3443,54,121,163,6445,60,524,32,113,439877,3733,XRF2,1,2022-08-30,11:18:40,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1000.0,32.71,32.71,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,85323,10213,1990,3462,44,174,168,6211,107,458,39,62,438601,3935,XRF2,1,2022-08-30,11:19:05,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1050.0,32.76,32.76,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84969,9832,2067,3503,46,140,140,6063,137,504,19,63,438720,3649,XRF2,1,2022-08-30,11:19:29,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1100.0,32.81,32.81,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84672,10105,2116,3463,47,168,165,5758,48,443,42,72,437288,3364,XRF2,1,2022-08-30,11:19:53,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1150.0,32.86,32.86,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84766,9474,1928,3492,37,107,133,5843,98,500,59,59,437864,4239,XRF2,1,2022-08-30,11:20:17,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1200.0,32.910000000000004,32.910000000000004,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84430,9425,2011,3410,50,159,146,5634,110,519,72,16,438049,4258,XRF2,1,2022-08-30,11:20:40,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1250.0,32.96,32.96,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,84462,9053,2551,3404,45,107,226,5696,107,558,60,69,437471,2671,XRF2,1,2022-08-30,11:21:02,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1300.0,33.01,33.01,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,83556,8672,2342,3389,28,93,183,5408,89,463,83,41,436865,2637,XRF2,1,2022-08-30,11:21:26,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1350.0,33.06,33.06,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,83341,9063,2271,3435,52,138,144,5378,111,438,54,58,434815,4318,XRF2,1,2022-08-30,11:21:50,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1400.0,33.11,33.11,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,82455,7625,2671,3286,63,130,195,5014,114,559,55,92,434544,3924,XRF2,1,2022-08-30,11:22:13,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1450.0,33.160000000000004,33.160000000000004,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,81934,8567,2245,3425,38,111,158,5295,129,525,66,32,433747,3272,XRF2,1,2022-08-30,11:22:37,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,5,A,1480.0,33.19,33.19,44834932,SHLF10903451,50,0.75,10,14,10,12,Cu,82538,9203,2110,3365,62,152,130,5475,106,489,47,76,433838,2929,XRF2,1,2022-08-30,11:23:00,YEON,2022-09-02 18:20:38,
395E,U1561,A,4,H,6,A,50.0,33.269999999999996,33.269999999999996,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84739,9171,2424,3408,43,156,237,5615,94,543,39,74,433382,3993,XRF2,1,2022-08-30,11:51:22,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,100.0,33.32,33.32,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84994,8805,2630,3452,47,156,182,5718,41,563,54,41,433537,3897,XRF2,1,2022-08-30,11:51:46,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,150.0,33.37,33.37,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85233,9658,2597,3404,69,152,139,6064,90,416,27,99,433943,3651,XRF2,1,2022-08-30,11:52:10,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,200.0,33.42,33.42,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85117,10491,2267,3453,80,119,111,6308,123,513,26,103,433377,4287,XRF2,1,2022-08-30,11:52:34,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,250.0,33.47,33.47,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85704,10189,2452,3565,94,152,138,6343,156,508,26,98,436185,4217,XRF2,1,2022-08-30,11:52:58,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,300.0,33.519999999999996,33.519999999999996,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85220,10092,2305,3407,54,165,177,6123,82,492,67,70,436747,4360,XRF2,1,2022-08-30,11:53:21,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,350.0,33.57,33.57,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85168,9971,2211,3552,108,120,129,6038,110,479,99,53,436046,3665,XRF2,1,2022-08-30,11:53:44,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,400.0,33.62,33.62,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84675,10392,2254,3530,66,144,122,6244,105,467,63,38,435173,3515,XRF2,1,2022-08-30,11:54:08,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,450.0,33.67,33.67,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84746,10612,2121,3374,92,117,169,6332,97,447,33,50,434311,4220,XRF2,1,2022-08-30,11:54:31,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,500.0,33.72,33.72,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84459,10037,2237,3296,53,91,179,6089,154,451,73,42,433864,4124,XRF2,1,2022-08-30,11:54:54,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,550.0,33.769999999999996,33.769999999999996,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84573,9428,2435,3420,73,127,156,6132,152,494,28,79,434577,4024,XRF2,1,2022-08-30,11:55:18,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,600.0,33.82,33.82,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84681,9374,2792,3473,39,172,203,6106,122,532,41,36,433252,3740,XRF2,1,2022-08-30,11:55:41,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,650.0,33.87,33.87,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85087,9716,2832,3489,153,135,211,6053,142,476,47,49,434796,3545,XRF2,1,2022-08-30,11:56:05,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,700.0,33.92,33.92,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85366,10165,2802,3390,101,190,102,6075,154,602,55,90,434379,4441,XRF2,1,2022-08-30,11:56:28,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,750.0,33.97,33.97,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85359,9785,3153,3527,92,176,178,5987,178,662,37,103,434807,4692,XRF2,1,2022-08-30,11:56:52,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,800.0,34.019999999999996,34.019999999999996,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85701,9564,3372,3483,69,104,188,6180,99,514,42,71,434224,3930,XRF2,1,2022-08-30,11:57:16,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,850.0,34.07,34.07,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85992,10293,3654,3438,120,150,157,6092,144,585,102,40,435889,5028,XRF2,1,2022-08-30,11:57:40,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,900.0,34.12,34.12,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,86161,9627,3363,3506,49,176,144,5904,103,603,51,118,438555,4577,XRF2,1,2022-08-30,11:58:04,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,950.0,34.17,34.17,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,86166,9452,3481,3539,81,103,179,5898,125,548,73,116,437067,4070,XRF2,1,2022-08-30,11:58:29,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1000.0,34.22,34.22,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85599,10135,3057,3523,116,144,140,6033,82,532,72,54,434713,3914,XRF2,1,2022-08-30,11:58:53,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1050.0,34.269999999999996,34.269999999999996,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85275,9333,2796,3432,46,164,170,5957,91,430,43,120,435020,4353,XRF2,1,2022-08-30,11:59:16,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1100.0,34.32,34.32,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85598,9714,2692,3427,69,111,138,5853,179,619,61,92,434927,4742,XRF2,1,2022-08-30,11:59:38,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1150.0,34.37,34.37,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85732,10190,2620,3567,59,117,174,6244,106,418,67,91,436170,4480,XRF2,1,2022-08-30,12:00:01,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1200.0,34.42,34.42,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85644,10528,2524,3442,64,131,129,6269,36,450,113,118,435569,4481,XRF2,1,2022-08-30,12:00:24,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1250.0,34.47,34.47,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85076,10101,2341,3446,65,73,151,6090,52,526,58,38,436287,4062,XRF2,1,2022-08-30,12:00:48,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1300.0,34.519999999999996,34.519999999999996,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84921,10519,2062,3415,66,178,159,6085,64,385,38,66,436771,4433,XRF2,1,2022-08-30,12:01:13,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1350.0,34.57,34.57,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84600,10281,2051,3487,98,119,104,6029,77,471,84,49,435314,4554,XRF2,1,2022-08-30,12:01:37,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1400.0,34.62,34.62,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,83878,9931,2115,3468,30,142,140,5893,97,438,68,77,434057,4475,XRF2,1,2022-08-30,12:02:00,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1450.0,34.67,34.67,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,84169,9934,2207,3438,83,173,145,5887,54,424,58,62,434285,4577,XRF2,1,2022-08-30,12:02:24,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,6,A,1475.0,34.695,34.695,44834942,SHLF10903481,50,0.75,10,14,10,12,Cu,85125,10763,2406,3462,82,133,121,6198,116,448,31,46,434414,5029,XRF2,1,2022-08-30,12:02:46,YEON,2022-09-02 18:20:40,
395E,U1561,A,4,H,7,A,50.0,34.769999999999996,34.769999999999996,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,86112,9430,2096,3434,32,158,109,6048,117,477,72,74,439188,4608,XRF2,1,2022-08-30,12:16:50,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,100.0,34.82,34.82,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85837,8821,2130,3483,38,161,79,6211,102,529,120,62,435426,4758,XRF2,1,2022-08-30,12:17:13,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,150.0,34.87,34.87,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85471,10172,2098,3452,84,162,170,6434,110,395,45,11,433133,4227,XRF2,1,2022-08-30,12:17:36,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,200.0,34.92,34.92,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85537,10730,2071,3453,66,139,89,6380,118,443,72,91,434374,4441,XRF2,1,2022-08-30,12:17:58,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,260.0,34.98,34.98,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85932,10512,2068,3500,76,159,54,6292,161,519,41,58,436393,4720,XRF2,1,2022-08-30,12:18:23,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,300.0,35.019999999999996,35.019999999999996,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85792,10330,2108,3507,89,130,110,6312,99,454,63,96,436582,4460,XRF2,1,2022-08-30,12:18:45,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,350.0,35.07,35.07,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85382,10417,2217,3436,92,137,95,6347,131,438,74,59,435334,4424,XRF2,1,2022-08-30,12:19:08,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,400.0,35.12,35.12,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85485,10005,2016,3483,88,134,140,6066,86,453,83,59,436346,4014,XRF2,1,2022-08-30,12:19:31,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,450.0,35.17,35.17,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,84485,9938,2091,3415,61,148,97,5856,106,414,28,62,436434,4528,XRF2,1,2022-08-30,12:19:54,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,500.0,35.22,35.22,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,84354,9999,1968,3382,43,141,135,5888,139,537,61,101,435227,4084,XRF2,1,2022-08-30,12:20:18,YEON,2022-09-02 18:20:42,
395E,U1561,A,4,H,7,A,550.0,35.269999999999996,35.269999999999996,44834952,SHLF10903511,50,0.75,10,14,10,12,Cu,85918,11263,2038,3582,21,81,135,6337,47,405,28,87,433687,4674,XRF2,1,2022-08-30,12:20:41,YEON,2022-09-02 18:20:42,
395E,U1561,A,5,H,1,A,100.0,35.300000000000004,35.300000000000004,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86127,8347,2763,3481,92,187,184,5891,97,535,45,51,435190,6048,XRF2,1,2022-08-30,12:58:56,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,150.0,35.35,35.35,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86252,9238,2562,3479,69,176,176,6052,99,503,90,106,434381,4923,XRF2,1,2022-08-30,12:59:19,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,200.0,35.400000000000006,35.400000000000006,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86186,9924,2451,3537,61,188,131,6023,131,512,95,91,435576,4614,XRF2,1,2022-08-30,12:59:42,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,250.0,35.45,35.45,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86388,9610,2136,3433,72,153,141,6056,116,555,110,36,436187,5846,XRF2,1,2022-08-30,13:00:04,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,300.0,35.5,35.5,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86584,9216,2425,3563,60,133,216,6031,76,548,37,98,435127,4200,XRF2,1,2022-08-30,13:00:29,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,350.0,35.550000000000004,35.550000000000004,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86621,9717,2297,3509,47,152,139,6330,67,450,49,78,434960,3474,XRF2,1,2022-08-30,13:00:53,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,400.0,35.6,35.6,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85940,10597,2001,3555,48,167,69,6167,87,479,50,110,433249,3382,XRF2,1,2022-08-30,13:01:16,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,450.0,35.650000000000006,35.650000000000006,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85909,10394,1848,3545,76,149,120,6219,72,399,68,63,436335,4248,XRF2,1,2022-08-30,13:01:39,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,500.0,35.7,35.7,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86094,10647,1894,3445,56,129,114,6278,79,455,63,103,435088,4397,XRF2,1,2022-08-30,13:02:02,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,550.0,35.75,35.75,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85891,10308,2049,3487,85,115,108,6511,67,466,41,43,431867,4014,XRF2,1,2022-08-30,13:02:26,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,600.0,35.800000000000004,35.800000000000004,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85722,10776,1812,3476,91,201,85,6398,58,433,59,33,431474,4012,XRF2,1,2022-08-30,13:02:49,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,650.0,35.85,35.85,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85860,11238,1603,3549,102,177,106,6401,41,471,20,57,432771,4438,XRF2,1,2022-08-30,13:03:12,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,700.0,35.900000000000006,35.900000000000006,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86169,11636,1378,3476,29,127,112,6613,83,418,52,110,434312,4076,XRF2,1,2022-08-30,13:03:36,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,750.0,35.95,35.95,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86374,11500,1301,3482,92,167,121,6491,94,354,43,87,437626,4803,XRF2,1,2022-08-30,13:04:00,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,800.0,36.0,36.0,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86234,10996,1511,3405,52,113,128,6231,38,461,63,62,437231,3934,XRF2,1,2022-08-30,13:04:23,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,850.0,36.050000000000004,36.050000000000004,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86167,10879,1628,3497,103,183,95,6202,107,496,25,79,437848,4314,XRF2,1,2022-08-30,13:04:48,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,900.0,36.1,36.1,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86182,11211,1490,3528,68,185,117,6330,92,414,55,94,439803,3381,XRF2,1,2022-08-30,13:05:11,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,950.0,36.150000000000006,36.150000000000006,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86185,11032,1541,3498,72,93,140,6465,95,450,67,82,439777,3794,XRF2,1,2022-08-30,13:05:33,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1000.0,36.2,36.2,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,86078,10491,1581,3406,49,162,96,6353,40,411,34,71,442145,4034,XRF2,1,2022-08-30,13:05:56,YEON,2022-09-02 18:20:44,
395E,U1561,A,5,H,1,A,1050.0,36.25,36.25,44834972,SHLF10903751,50,0.75,10,14,10,12,Cu,85968,9653,1670,3502,81,237,114,6210,149,446,43,134,438442,4698,XRF2,1,2022-08-30,13:06:21,YEON,2022-09-02 18:20:44,
