Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1557-AB-20220529-Shipboard2 (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1557,B,5,H,5,A,750.0,39.36,43.82,44763972,SHLF10855741,10,0.16,6,10,10,12,No-Filter,356338,-22,3534,43278,646,820,39069,-4232,21886,1277195,4982,397,7760,52615,45018,XRF2,1,2021-10-21,18:29:23,HERTZBERG,2021-10-26 21:37:40,
390C,U1557,B,5,H,5,A,800.0,39.41,43.87,44763972,SHLF10855741,10,0.16,6,10,10,12,No-Filter,354298,3,3410,41428,589,879,40207,-3848,20924,1248550,4816,612,8302,51933,44412,XRF2,1,2021-10-21,18:29:46,HERTZBERG,2021-10-26 21:37:40,
390C,U1557,B,5,H,5,A,850.0,39.46,43.92,44763972,SHLF10855741,10,0.16,6,10,10,12,No-Filter,344926,-27,3444,40574,658,792,40610,-3671,20475,1230291,4863,396,8710,51126,44488,XRF2,1,2021-10-21,18:30:09,HERTZBERG,2021-10-26 21:37:40,
390C,U1557,B,5,H,5,A,900.0,39.51,43.97,44763972,SHLF10855741,10,0.16,6,10,10,12,No-Filter,338583,-71,3224,40274,695,934,40949,-3774,20421,1204961,4511,472,10028,50580,44346,XRF2,1,2021-10-21,18:30:32,HERTZBERG,2021-10-26 21:37:40,
390C,U1557,B,5,H,5,A,950.0,39.56,44.02,44763972,SHLF10855741,10,0.16,6,10,10,12,No-Filter,338627,-30,3154,37998,658,1094,45902,-3671,20312,1198280,4768,469,8854,50562,45476,XRF2,1,2021-10-21,18:30:55,HERTZBERG,2021-10-26 21:37:40,
390C,U1557,B,5,H,6,A,100.0,40.21,44.67,44763982,SHLF10855771,10,0.16,6,9,10,12,No-Filter,306962,-30,2127,30295,619,1507,56289,-3049,17766,1057207,4329,353,8340,48979,44361,XRF2,1,2021-10-21,17:58:58,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,150.0,40.26,44.72,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,323452,-46,2654,34118,764,1457,49799,-3416,19112,1131390,4722,420,9760,49388,45050,XRF2,1,2021-10-21,17:59:18,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,200.0,40.31,44.77,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,340077,-64,3334,40886,460,1019,41954,-3041,20610,1204760,4722,519,10592,51813,44424,XRF2,1,2021-10-21,17:59:41,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,250.0,40.36,44.82,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,327083,-35,3109,37598,716,1075,44973,-3650,19384,1152271,4877,377,10457,49612,43809,XRF2,1,2021-10-21,18:00:04,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,300.0,40.41,44.87,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,329997,-43,3099,37283,595,1130,46330,-3270,19506,1157910,4911,566,13228,50851,44361,XRF2,1,2021-10-21,18:00:27,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,350.0,40.46,44.92,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,317708,-59,2588,33754,526,1452,50109,-3581,18816,1106781,4881,265,11309,48887,44643,XRF2,1,2021-10-21,18:00:50,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,400.0,40.51,44.97,44763982,SHLF10855771,10,0.16,6,9,10,12,No-Filter,297254,5,2171,28928,579,1667,57239,-3442,17427,1012402,4284,531,15056,46887,44054,XRF2,1,2021-10-21,18:01:13,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,450.0,40.56,45.02,44763982,SHLF10855771,10,0.16,6,9,10,12,No-Filter,304739,-22,2696,33629,617,1778,55748,-2998,18009,1039676,4423,277,15549,47128,43530,XRF2,1,2021-10-21,18:01:34,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,50.0,40.16,44.62,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,308548,-65,2179,29350,482,1899,61646,-3626,17683,1051156,4409,332,9751,49353,45762,XRF2,1,2021-10-21,17:58:35,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,500.0,40.61,45.07,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,314195,-27,2649,33954,732,1763,53065,-3587,18233,1087705,4275,480,11270,48010,44358,XRF2,1,2021-10-21,18:01:54,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,550.0,40.66,45.12,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,317151,-50,2811,35638,665,1658,50150,-3069,18523,1102207,4297,-75,13248,48123,44397,XRF2,1,2021-10-21,18:02:17,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,600.0,40.71,45.17,44763982,SHLF10855771,10,0.16,6,10,10,12,No-Filter,312353,-9,3081,37610,673,1071,40297,-2762,18383,1110036,4535,241,5848,46970,42563,XRF2,1,2021-10-21,18:02:40,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,650.0,40.76,45.22,44763982,SHLF10855771,10,0.16,6,9,10,12,No-Filter,299838,-54,2688,34160,613,1444,48281,-2971,17546,1044722,4253,432,4572,46200,43597,XRF2,1,2021-10-21,18:03:03,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,6,A,690.0,40.8,45.26,44763982,SHLF10855771,10,0.16,6,9,10,12,No-Filter,257992,-53,2158,29840,572,968,38181,478,15353,904640,3725,338,3614,38847,37218,XRF2,1,2021-10-21,18:03:23,HERTZBERG,2021-10-26 21:37:41,
390C,U1557,B,5,H,CC,A,100.0,40.96,45.42,44763992,SHLF10855801,10,0.16,6,8,10,12,No-Filter,214873,-42,1524,23347,423,1590,49007,593,12734,700538,3550,416,3091,35839,36944,XRF2,1,2021-10-21,17:45:04,HERTZBERG,2021-10-26 21:37:43,
390C,U1557,B,5,H,CC,A,150.0,41.01,45.47,44763992,SHLF10855801,10,0.16,6,9,10,12,No-Filter,234220,-22,1736,25996,505,1743,54657,-797,15153,762744,4146,419,3352,41333,39669,XRF2,1,2021-10-21,17:45:24,HERTZBERG,2021-10-26 21:37:43,
390C,U1557,B,5,H,CC,A,495.0,41.355,45.815,44763992,SHLF10855801,10,0.16,6,8,10,12,No-Filter,149942,82,8001,82655,334,1375,36741,-1346,57236,38858,22075,690,4562,235325,35268,XRF2,1,2021-10-21,17:45:46,HERTZBERG,2021-10-26 21:37:43,
390C,U1557,B,5,H,CC,A,50.0,40.91,45.37,44763992,SHLF10855801,10,0.16,6,9,10,12,No-Filter,288001,-31,2343,31512,652,1708,57259,-2751,17356,979679,4263,523,4538,46302,42226,XRF2,1,2021-10-21,17:44:44,HERTZBERG,2021-10-26 21:37:43,
390C,U1557,B,5,H,CC,A,600.0,41.46,45.92,44763992,SHLF10855801,10,0.16,6,8,10,12,No-Filter,164532,97,8859,90620,540,1838,45422,-3707,64381,23357,25149,1003,5875,267751,40589,XRF2,1,2021-10-21,17:46:05,HERTZBERG,2021-10-26 21:37:43,
390C,U1557,B,50,X,1,A,100.0,457.90000000000003,462.36,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,363200,-82,1680,29178,679,69,17097,-1029,15295,1414854,2140,256,2998,30136,41185,XRF2,1,2021-09-16,09:43:13,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,100.0,457.90000000000003,462.36,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,334335,-42,2059,22770,466,386,11378,-2196,15654,1308840,1809,472,2808,26152,37335,XRF1,2,2022-12-07,16:48:02,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1000.0,458.8,463.26,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,375302,17,2005,30777,759,129,15423,-1295,15515,1464660,2542,673,3651,31783,40662,XRF2,1,2021-09-16,09:49:31,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1000.0,458.8,463.26,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,403215,-21,2894,30701,1007,341,12174,-4543,18538,1570735,2248,374,3552,31228,44274,XRF1,2,2022-12-07,17:02:26,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1020.0,458.82,463.28,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,405288,-28,2788,30833,724,333,11734,-5114,19026,1578075,2087,431,3644,31534,45154,XRF1,2,2022-12-07,17:02:48,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1040.0,458.84000000000003,463.3,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,414972,48,2991,31914,556,292,12578,-5068,19258,1616467,2081,352,3589,32032,45622,XRF1,2,2022-12-07,17:03:11,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1050.0,458.85,463.31,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,382578,-17,1966,31601,687,254,16253,-1190,16093,1495071,2427,396,3452,31795,41159,XRF2,1,2021-09-16,09:49:52,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1060.0,458.86,463.32,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,419449,-37,3075,32228,905,374,11831,-5422,19879,1628660,2231,414,3315,33834,46928,XRF1,2,2022-12-07,17:03:33,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1080.0,458.88,463.34,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,419420,-78,2975,32353,1146,383,12332,-4713,19841,1629570,2494,181,3600,33132,45763,XRF1,2,2022-12-07,17:03:56,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1100.0,458.90000000000003,463.36,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,402150,5,2176,33772,911,178,16354,-1849,17167,1566842,2743,819,3972,34291,42425,XRF2,1,2021-09-16,09:50:14,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1100.0,458.90000000000003,463.36,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,407258,-26,2933,31695,821,420,12354,-4813,19317,1583409,2449,371,3290,32319,45458,XRF1,2,2022-12-07,17:04:19,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1115.0,458.915,463.375,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,401729,-70,2801,30468,763,375,12043,-4965,19004,1562662,2257,397,3621,31185,45866,XRF1,2,2022-12-07,17:04:41,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1140.0,458.94,463.4,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,400650,-49,2671,30106,983,251,12126,-4784,19242,1559831,2257,520,3319,31742,45178,XRF1,2,2022-12-07,17:05:03,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1150.0,458.95,463.40999999999997,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,399964,-95,2110,32995,1083,50,16134,-1891,16848,1558573,2618,649,3595,33716,42661,XRF2,1,2021-09-16,09:50:35,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1160.0,458.96000000000004,463.42,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,389776,34,2862,29763,1024,529,12153,-4187,18514,1516248,2404,411,3567,30762,43526,XRF1,2,2022-12-07,17:05:25,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1180.0,458.98,463.44,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,393188,-40,2686,29612,704,435,11713,-5102,18107,1529756,2251,439,3351,30621,44702,XRF1,2,2022-12-07,17:05:48,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,120.0,457.92,462.38,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,335359,-75,1954,22673,578,280,10784,-1833,15711,1312553,1991,286,2682,25692,37679,XRF1,2,2022-12-07,16:48:21,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1200.0,459.0,463.46,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,397492,-63,2114,33288,1009,111,16410,-2188,16467,1550461,2295,569,3698,33256,41984,XRF2,1,2021-09-16,09:50:56,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1200.0,459.0,463.46,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,389515,29,2538,29276,828,456,12503,-4255,18265,1517501,2177,204,3502,30691,43672,XRF1,2,2022-12-07,17:06:10,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1220.0,459.02000000000004,463.48,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,383454,-56,2617,28124,914,407,11661,-4314,17565,1494221,2107,200,3011,29750,43194,XRF1,2,2022-12-07,17:06:32,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1240.0,459.04,463.5,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,389118,-26,2643,28577,713,242,11980,-4780,18597,1516686,2186,-72,3229,30410,44269,XRF1,2,2022-12-07,17:06:54,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1250.0,459.05,463.51,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,416891,9,2271,33797,1001,256,16740,-2190,17369,1625500,2751,813,3906,34533,43327,XRF2,1,2021-09-16,09:51:17,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1260.0,459.06,463.52,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,398578,-32,2620,29277,868,410,12920,-4717,18580,1552521,2305,350,3186,31072,44766,XRF1,2,2022-12-07,17:07:16,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1280.0,459.08,463.53999999999996,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,395367,-16,2899,29505,878,418,12665,-4677,17992,1539265,2347,574,3360,31330,44200,XRF1,2,2022-12-07,17:07:39,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1300.0,459.1,463.56,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,368486,-88,1822,30057,642,42,15048,-1005,15258,1437904,2521,476,3105,31213,41112,XRF2,1,2021-09-16,09:51:38,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1300.0,459.1,463.56,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,402944,-41,2783,30467,898,408,12529,-5072,18319,1568958,2661,350,3300,31705,45050,XRF1,2,2022-12-07,17:08:01,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1320.0,459.12,463.58,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,403405,3,2825,30198,961,420,12185,-5188,18631,1569954,2427,185,3300,31327,44654,XRF1,2,2022-12-07,17:08:23,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1340.0,459.14,463.59999999999997,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,410745,-56,2940,30845,1059,456,12851,-5108,19057,1596097,2341,351,3233,32177,45934,XRF1,2,2022-12-07,17:08:45,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1350.0,459.15000000000003,463.61,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,396722,-20,2012,32494,823,80,16271,-2157,16765,1548180,2448,628,3575,33519,42405,XRF2,1,2021-09-16,09:52:00,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,1360.0,459.16,463.62,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,404452,-46,2802,30397,901,283,11858,-5216,19408,1573614,2444,441,3442,32109,45520,XRF1,2,2022-12-07,17:09:08,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1380.0,459.18,463.64,44859902,SHLF10869521,10,0.16,6,9,10,12,No-Filter,282892,-6,1615,18287,723,634,9372,-679,13297,1099201,1641,272,2639,22713,34881,XRF1,2,2022-12-07,17:09:30,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,140.0,457.94,462.4,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,350274,-59,2110,23764,377,242,11182,-2522,16430,1372505,1921,279,2975,26986,38629,XRF1,2,2022-12-07,16:48:39,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,1400.0,459.2,463.65999999999997,44859902,SHLF10869521,10,0.16,6,6,10,12,No-Filter,33190,-74,268,404,7,198,1506,12852,19,17793,205,95,47,718,25276,XRF1,2,2022-12-07,17:09:48,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,150.0,457.95,462.40999999999997,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,359426,-59,1931,28626,915,443,16760,-619,14812,1401127,2240,223,2941,29719,41506,XRF2,1,2021-09-16,09:43:34,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,160.0,457.96000000000004,462.42,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,353760,-38,2193,24675,671,343,11168,-3015,16135,1383741,1952,195,2890,27329,39328,XRF1,2,2022-12-07,16:48:58,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,180.0,457.98,462.44,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,350342,-70,2308,25083,534,407,10932,-2706,16877,1370450,1937,475,2698,27077,39174,XRF1,2,2022-12-07,16:49:20,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,200.0,458.0,462.46,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,373927,-51,1934,29941,1024,198,16721,-1239,15675,1458387,2319,524,3334,31228,41152,XRF2,1,2021-09-16,09:43:55,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,200.0,458.0,462.46,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,355587,-29,2356,25180,887,521,11294,-2826,16857,1392061,1926,417,2769,27468,39826,XRF1,2,2022-12-07,16:49:39,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,220.0,458.02000000000004,462.48,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,362310,-43,2372,25535,599,345,11219,-3400,17143,1416640,2177,437,2855,28038,40768,XRF1,2,2022-12-07,16:49:58,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,240.0,458.04,462.5,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,368815,-42,2442,26830,894,554,11778,-3382,17468,1442227,2008,161,2995,28428,40234,XRF1,2,2022-12-07,16:50:20,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,250.0,458.05,462.51,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,402219,-22,2069,32500,841,103,18230,-1886,17666,1565111,2490,681,3473,33692,43948,XRF2,1,2021-09-16,09:44:16,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,260.0,458.06,462.52,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,365921,-27,2462,26161,666,244,11253,-3318,17315,1431979,2096,447,3193,27935,40514,XRF1,2,2022-12-07,16:50:39,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,280.0,458.08,462.53999999999996,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,357315,-34,2313,24999,537,383,10890,-3254,16501,1399029,1674,255,2740,27496,39805,XRF1,2,2022-12-07,16:50:59,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,300.0,458.1,462.56,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,392728,-15,2230,31247,884,136,17824,-1698,16428,1531780,2431,629,3372,32670,41083,XRF2,1,2021-09-16,09:44:38,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,300.0,458.1,462.56,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,350550,-35,2257,24319,801,459,10824,-2732,16543,1372705,1974,436,3208,26842,39260,XRF1,2,2022-12-07,16:51:18,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,320.0,458.12,462.58,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,339544,-21,2264,23547,633,412,10494,-2827,15435,1329983,1830,341,2581,26545,38121,XRF1,2,2022-12-07,16:51:37,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,340.0,458.14,462.59999999999997,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,331611,-62,2001,22453,753,529,10133,-1838,15278,1298166,1808,223,2447,25760,37294,XRF1,2,2022-12-07,16:51:56,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,350.0,458.15000000000003,462.61,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,392144,-86,2007,31660,856,152,18787,-1807,16323,1527373,2693,396,3080,32362,41578,XRF2,1,2021-09-16,09:44:59,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,360.0,458.16,462.62,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,327541,-52,1967,21958,650,483,10683,-1689,15242,1282038,2053,329,2843,25729,36576,XRF1,2,2022-12-07,16:52:14,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,380.0,458.18,462.64,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,333659,-8,1967,22686,386,400,10529,-2002,15706,1305356,1869,323,2888,26139,37585,XRF1,2,2022-12-07,16:52:33,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,400.0,458.2,462.65999999999997,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,404168,-26,2238,32314,1032,217,19069,-2275,16917,1573407,2438,969,3656,33317,42435,XRF2,1,2021-09-16,09:45:20,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,400.0,458.2,462.65999999999997,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,349111,-32,2273,24519,680,141,10550,-2999,16492,1366691,1945,587,3030,27144,39424,XRF1,2,2022-12-07,16:52:54,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,420.0,458.22,462.68,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,351696,-32,2327,25066,726,376,11175,-3076,16897,1376489,2050,367,2635,27377,39081,XRF1,2,2022-12-07,16:53:13,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,440.0,458.24,462.7,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,359098,-5,2529,26507,746,219,11675,-3670,17046,1402370,2207,476,2871,28230,40160,XRF1,2,2022-12-07,16:53:32,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,450.0,458.25,462.71,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,397351,-14,2066,31622,703,65,18549,-2531,16632,1546150,2508,735,3823,33121,43226,XRF2,1,2021-09-16,09:45:41,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,460.0,458.26,462.71999999999997,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,376050,-22,2439,27669,840,358,11888,-4116,17634,1469060,2171,369,3124,28736,41955,XRF1,2,2022-12-07,16:53:52,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,465.0,458.265,462.72499999999997,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,322902,-60,1462,25645,463,29,15889,1046,13297,1254634,2149,508,2861,27484,37924,XRF2,1,2021-09-16,09:46:01,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,480.0,458.28000000000003,462.74,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,361888,-40,2421,25857,635,248,11346,-3358,17153,1415761,2099,373,2972,28126,40298,XRF1,2,2022-12-07,16:54:11,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,50.0,457.85,462.31,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,381934,23,1975,30174,1031,278,18643,-1522,15619,1489622,2257,509,3337,31262,41698,XRF2,1,2021-09-16,09:42:52,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,540.0,458.34000000000003,462.8,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,383891,-6,2639,28886,733,792,11353,-4381,18416,1496666,2287,651,3627,30195,43070,XRF1,2,2022-12-07,16:54:32,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,550.0,458.35,462.81,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,397658,-44,2042,32171,803,450,19106,-2428,17148,1546381,2612,254,3662,33413,43141,XRF2,1,2021-09-16,09:46:22,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,560.0,458.36,462.82,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,403446,-8,2730,30304,831,887,12199,-4645,18904,1570863,2154,257,3475,31637,44977,XRF1,2,2022-12-07,16:54:55,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,575.0,458.375,462.835,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,406386,-22,2575,29316,962,1909,13662,-4843,19254,1575527,2068,156,3439,32371,45177,XRF1,2,2022-12-07,16:55:17,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,60.0,457.86,462.32,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,315919,-51,1870,20985,451,489,10308,-2057,14532,1240726,1596,364,2644,24107,35342,XRF1,2,2022-12-07,16:47:22,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,600.0,458.40000000000003,462.86,44859902,SHLF10869521,10,0.16,6,10,10,12,No-Filter,374475,16,2539,27276,787,418,11796,-3855,17625,1462570,2170,274,3019,29690,42680,XRF1,2,2022-12-07,16:55:39,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,620.0,458.42,462.88,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,402290,-28,2812,31326,710,528,12689,-4710,19006,1564349,2264,357,3141,31426,44205,XRF1,2,2022-12-07,16:55:58,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,630.0,458.43,462.89,44741422,SHLF10869521,10,0.16,6,10,10,12,No-Filter,374733,-34,1931,30448,933,441,16519,-716,16068,1461478,2399,592,3202,32019,40562,XRF2,1,2021-09-16,09:46:43,HERTZBERG,2021-09-22 21:04:23,
390C,U1557,B,50,X,1,A,640.0,458.44,462.9,44859902,SHLF10869521,10,0.16,6,11,10,12,No-Filter,421087,-56,3124,32456,937,317,12179,-4916,19335,1636974,2201,454,3466,32768,46773,XRF1,2,2022-12-07,16:56:21,YEON,2023-01-02 18:52:54,
390C,U1557,B,50,X,1,A,650.0,458.45,462.90999999999997,44741422,SHLF10869521,10,0.16,6,11,10,12,No-Filter,381873,-75,2008,30985,670,180,16732,-1014,16227,1488818,2372,753,3689,32893,41299,XRF2,1,2021-09-16,09:47:03,HERTZBERG,2021-09-22 21:04:23,
