Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca-Ka Area,Fe-Ka Area,Ni-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Ag-Ka Area,Ba-Ka Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,6,X,3,A,450.0,45.07,54.336000000000006,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84114,9540,585,3437,65,161,75,7743,53,406,15,40,432275,1523,XRF2,1,2022-09-21,12:33:00,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,500.0,45.12,54.386,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,83919,10496,680,3480,56,132,107,7574,80,369,44,80,433380,1657,XRF2,1,2022-09-21,12:33:23,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,550.0,45.169999999999995,54.436,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84425,11535,595,3344,53,144,67,7466,122,385,51,59,436243,1401,XRF2,1,2022-09-21,12:33:47,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,600.0,45.22,54.486000000000004,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84481,10909,699,3431,38,150,48,7421,98,360,40,61,436767,1274,XRF2,1,2022-09-21,12:34:11,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,650.0,45.269999999999996,54.536,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84383,11531,618,3382,55,148,72,7470,104,317,43,52,436000,1508,XRF2,1,2022-09-21,12:34:35,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,700.0,45.32,54.586000000000006,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,85023,11464,604,3364,76,173,55,7582,44,355,64,81,436285,1741,XRF2,1,2022-09-21,12:34:58,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,750.0,45.37,54.636,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84470,10220,571,3481,59,88,111,7590,76,239,30,108,433494,1205,XRF2,1,2022-09-21,12:35:22,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,800.0,45.419999999999995,54.686,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84759,9704,679,3499,32,201,77,7752,63,258,17,98,435025,1336,XRF2,1,2022-09-21,12:35:46,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,850.0,45.47,54.736000000000004,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84554,9863,594,3442,90,217,39,7474,63,212,29,53,435449,1720,XRF2,1,2022-09-21,12:36:10,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,900.0,45.519999999999996,54.786,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,85068,9842,608,3491,52,126,78,7503,62,287,35,50,437263,1276,XRF2,1,2022-09-21,12:36:34,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,950.0,45.57,54.836000000000006,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,85016,10684,527,3410,46,169,83,7661,91,304,33,44,437001,1396,XRF2,1,2022-09-21,12:36:57,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1000.0,45.62,54.886,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84590,11345,732,3428,47,129,30,7608,38,363,32,34,438236,1383,XRF2,1,2022-09-21,12:37:21,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1050.0,45.669999999999995,54.936,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,86248,11514,770,3484,71,184,85,8035,129,440,49,49,438887,1278,XRF2,1,2022-09-21,12:37:45,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1100.0,45.72,54.986000000000004,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,85182,11213,701,3346,20,186,21,7839,102,325,65,40,438157,1513,XRF2,1,2022-09-21,12:38:09,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1150.0,45.769999999999996,55.036,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84471,10897,715,3420,23,127,74,7611,37,249,43,41,436360,1522,XRF2,1,2022-09-21,12:38:33,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1200.0,45.82,55.086000000000006,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84153,10849,624,3372,49,136,108,7659,23,278,45,41,435833,1328,XRF2,1,2022-09-21,12:38:57,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1250.0,45.87,55.136,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,84811,10917,680,3469,65,145,57,7488,22,326,44,25,435733,1074,XRF2,1,2022-09-21,12:39:20,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1300.0,45.919999999999995,55.186,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,85153,11495,690,3386,70,118,102,7670,28,285,6,38,437982,1059,XRF2,1,2022-09-21,12:39:44,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1350.0,45.97,55.236000000000004,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,86159,11607,723,3514,70,136,74,7932,34,350,21,23,442171,1163,XRF2,1,2022-09-21,12:40:08,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,3,A,1400.0,46.019999999999996,55.286,44838612,SHLF10888581,50,0.75,10,14,10,12,Cu,86653,11114,608,3558,51,162,114,7038,97,345,39,83,458077,1206,XRF2,1,2022-09-21,12:40:32,YEON,2022-09-26 21:12:43,
390C,U1559,A,6,X,4,A,50.0,46.169999999999995,55.436,44838622,SHLF10888611,50,0.75,10,14,10,12,Cu,84410,11311,571,3436,76,170,90,7581,43,414,23,85,434848,1474,XRF2,1,2022-09-21,13:10:49,YEON,2022-09-26 21:12:46,
390,U1559,C,6,H,1,A,1450.0,43.75,55.457,44838322,SHLF11584001,50,0.75,10,14,10,12,Cu,88033,10527,609,3619,37,195,82,8140,54,347,54,111,447391,1566,XRF2,1,2022-09-21,14:21:15,YEON,2022-09-26 21:11:03,
390,U1559,C,6,H,2,A,50.0,43.849999999999994,55.556999999999995,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86864,9115,616,3663,62,162,110,8447,32,304,44,96,435227,1194,XRF2,1,2022-09-21,14:53:58,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,100.0,43.9,55.607,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86484,8657,446,3576,20,193,48,8458,57,332,49,91,434792,1521,XRF2,1,2022-09-21,14:54:22,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,150.0,43.949999999999996,55.657,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87188,9713,587,3559,55,179,80,8535,87,419,21,91,437046,1485,XRF2,1,2022-09-21,14:54:46,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,200.0,44.0,55.707,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87727,10899,641,3632,84,210,101,8613,53,404,32,75,438687,1664,XRF2,1,2022-09-21,14:55:08,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,250.0,44.05,55.757,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87330,10627,591,3620,50,177,55,8609,98,242,21,72,438372,1814,XRF2,1,2022-09-21,14:55:32,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,300.0,44.099999999999994,55.806999999999995,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87216,11264,643,3676,21,152,95,8619,108,372,55,113,439205,1594,XRF2,1,2022-09-21,14:55:55,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,350.0,44.15,55.857,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87749,10234,902,3608,67,253,105,8533,46,266,43,54,438073,1844,XRF2,1,2022-09-21,14:56:19,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,400.0,44.199999999999996,55.907,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87454,10575,714,3703,63,214,99,8932,57,350,46,74,438049,1561,XRF2,1,2022-09-21,14:56:43,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,475.0,44.275,55.982,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87249,8556,705,3577,92,235,62,8730,64,439,56,29,437228,1739,XRF2,1,2022-09-21,14:57:07,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,520.0,44.32,56.027,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86449,6659,488,3583,54,233,119,8539,93,367,19,87,439291,1675,XRF2,1,2022-09-21,14:57:30,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,550.0,44.349999999999994,56.056999999999995,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86415,9658,485,3534,20,149,121,8747,73,327,36,72,440006,1571,XRF2,1,2022-09-21,14:57:53,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,600.0,44.4,56.107,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86036,10751,669,3541,88,149,80,8106,28,348,63,60,437543,1426,XRF2,1,2022-09-21,14:58:15,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,630.0,44.43,56.137,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,84780,11614,813,3481,51,125,50,7502,69,351,42,54,438384,1339,XRF2,1,2022-09-21,14:58:38,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,650.0,44.449999999999996,56.157,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,85983,12452,529,3499,75,138,91,7842,17,264,39,120,439950,1207,XRF2,1,2022-09-21,14:59:01,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,700.0,44.5,56.207,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87514,10629,850,3399,44,141,119,8333,0,460,111,82,439534,1312,XRF2,1,2022-09-21,14:59:23,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,750.0,44.55,56.257,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86357,12153,655,3530,78,172,77,8242,67,448,68,60,435797,1592,XRF2,1,2022-09-21,14:59:46,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,800.0,44.599999999999994,56.306999999999995,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86719,10029,668,3607,60,171,21,8026,91,389,83,83,438950,1488,XRF2,1,2022-09-21,15:00:10,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,850.0,44.65,56.357,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86541,7319,616,3585,24,225,84,8200,53,345,24,84,436924,1549,XRF2,1,2022-09-21,15:00:34,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,900.0,44.699999999999996,56.407,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87039,10521,789,3563,63,176,110,8246,66,306,49,123,437569,1364,XRF2,1,2022-09-21,15:00:57,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,950.0,44.75,56.457,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87252,11012,909,3496,55,122,116,8230,44,276,67,83,437472,1344,XRF2,1,2022-09-21,15:01:21,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1000.0,44.8,56.507,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87542,11810,1142,3684,45,182,126,8586,56,294,28,76,436342,1465,XRF2,1,2022-09-21,15:01:45,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1050.0,44.849999999999994,56.556999999999995,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87921,11081,1085,3648,57,210,84,8343,98,501,58,58,439893,1476,XRF2,1,2022-09-21,15:02:09,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1100.0,44.9,56.607,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87870,11287,1103,3416,82,186,58,8147,74,400,30,66,440019,1248,XRF2,1,2022-09-21,15:02:31,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1150.0,44.949999999999996,56.657,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87580,10755,1174,3483,42,224,76,8207,111,355,43,78,438449,1131,XRF2,1,2022-09-21,15:02:55,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1200.0,45.0,56.707,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87466,10619,1136,3559,71,212,78,8256,85,358,42,68,438559,1531,XRF2,1,2022-09-21,15:03:19,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1250.0,45.05,56.757,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86858,8518,904,3587,41,186,79,8336,30,314,18,107,437610,1403,XRF2,1,2022-09-21,15:03:42,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1300.0,45.099999999999994,56.806999999999995,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86403,9441,844,3527,54,181,59,8404,124,372,39,76,436015,975,XRF2,1,2022-09-21,15:04:06,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1350.0,45.15,56.857,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86759,10441,762,3713,37,210,58,8446,103,323,29,73,435657,1147,XRF2,1,2022-09-21,15:04:30,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1400.0,45.199999999999996,56.907,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,86498,10924,835,3570,39,141,58,8259,89,320,24,36,437850,795,XRF2,1,2022-09-21,15:04:54,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,2,A,1450.0,45.25,56.957,44838332,SHLF11584031,50,0.75,10,14,10,12,Cu,87719,11528,775,3588,50,157,99,8161,53,337,61,81,448247,1278,XRF2,1,2022-09-21,15:05:17,YEON,2022-09-26 21:11:08,
390,U1559,C,6,H,3,A,50.0,45.349999999999994,57.056999999999995,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86709,9360,952,3545,78,224,115,8188,53,191,51,71,437779,1086,XRF2,1,2022-09-21,15:38:56,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,100.0,45.4,57.107,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86904,9355,1200,3518,15,239,134,8089,53,322,56,126,436748,1466,XRF2,1,2022-09-21,15:39:18,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,150.0,45.449999999999996,57.157,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87798,10648,1375,3581,105,219,130,8283,60,265,52,101,437578,1670,XRF2,1,2022-09-21,15:39:43,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,200.0,45.5,57.207,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87250,10859,1330,3621,93,184,83,8126,58,386,105,77,435609,1578,XRF2,1,2022-09-21,15:40:05,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,250.0,45.55,57.257,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87367,11473,1402,3544,83,170,24,7932,98,499,68,65,439204,1420,XRF2,1,2022-09-21,15:40:28,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,300.0,45.599999999999994,57.306999999999995,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87537,11723,1338,3658,64,128,155,8011,97,430,35,60,438869,1393,XRF2,1,2022-09-21,15:40:51,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,350.0,45.65,57.357,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87744,11653,1519,3666,72,198,55,8219,55,308,19,122,439882,1784,XRF2,1,2022-09-21,15:41:14,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,400.0,45.699999999999996,57.407,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87630,10832,1531,3606,83,158,68,8338,112,354,21,68,438865,1757,XRF2,1,2022-09-21,15:41:37,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,450.0,45.75,57.457,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86973,9437,1518,3619,85,221,62,8191,107,406,12,74,437271,1491,XRF2,1,2022-09-21,15:42:01,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,500.0,45.8,57.507,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86348,9026,1519,3471,57,199,78,8047,70,383,44,104,437905,1638,XRF2,1,2022-09-21,15:42:24,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,550.0,45.849999999999994,57.556999999999995,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86156,9845,1551,3364,44,146,88,7856,83,372,32,124,439284,1239,XRF2,1,2022-09-21,15:42:46,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,600.0,45.9,57.607,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87015,10910,1528,3533,75,129,94,8163,82,344,53,115,439395,1275,XRF2,1,2022-09-21,15:43:09,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,650.0,45.949999999999996,57.657,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87044,10880,1610,3442,48,214,95,7848,85,424,58,67,439709,1023,XRF2,1,2022-09-21,15:43:32,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,700.0,46.0,57.707,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86770,11071,1460,3497,121,127,141,7803,70,417,59,69,440443,818,XRF2,1,2022-09-21,15:43:56,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,750.0,46.05,57.757,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86938,10701,1747,3491,63,268,62,8150,83,342,67,33,437228,1210,XRF2,1,2022-09-21,15:44:19,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,800.0,46.099999999999994,57.806999999999995,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86435,10129,1299,3585,68,199,67,7822,98,311,43,56,438574,1159,XRF2,1,2022-09-21,15:44:42,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,850.0,46.15,57.857,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87230,10174,1324,3578,53,177,147,7947,83,337,84,58,439354,1285,XRF2,1,2022-09-21,15:45:04,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,900.0,46.199999999999996,57.907,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86674,10546,1346,3474,78,168,108,7824,118,442,55,96,438417,1037,XRF2,1,2022-09-21,15:45:29,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,950.0,46.25,57.957,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87186,11327,1479,3588,35,236,70,8020,33,236,63,131,439235,1166,XRF2,1,2022-09-21,15:45:51,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1000.0,46.3,58.007,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,87053,10802,1273,3637,56,212,149,8166,26,316,43,29,436676,1063,XRF2,1,2022-09-21,15:46:14,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1050.0,46.349999999999994,58.056999999999995,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86925,11198,1084,3601,73,156,113,7876,46,396,68,24,438592,1098,XRF2,1,2022-09-21,15:46:37,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1100.0,46.4,58.107,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86883,11339,1154,3535,57,160,100,8090,80,382,32,99,438144,819,XRF2,1,2022-09-21,15:47:00,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1150.0,46.449999999999996,58.157,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86817,11105,1222,3564,35,181,120,8153,67,336,26,111,439728,1312,XRF2,1,2022-09-21,15:47:24,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1200.0,46.5,58.207,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,85852,10379,1311,3455,72,141,94,7834,57,398,63,118,437944,1186,XRF2,1,2022-09-21,15:47:48,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1250.0,46.55,58.257,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86585,9269,1197,3604,26,182,86,8059,25,335,11,50,436093,1182,XRF2,1,2022-09-21,15:48:11,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1300.0,46.599999999999994,58.306999999999995,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,86149,9734,1114,3556,65,193,71,8194,44,301,35,73,436039,1381,XRF2,1,2022-09-21,15:48:35,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,3,A,1350.0,46.65,58.357,44838342,SHLF11584061,50,0.75,10,14,10,12,Cu,85450,10308,1187,3421,37,179,75,7591,95,414,53,64,439775,1562,XRF2,1,2022-09-21,15:48:58,YEON,2022-09-26 21:11:14,
390,U1559,C,6,H,4,A,50.0,46.86,58.567,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86984,8380,937,3689,50,214,39,8054,104,387,16,43,439364,1742,XRF2,1,2022-09-21,16:17:13,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,100.0,46.910000000000004,58.617000000000004,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87169,10161,1020,3677,72,145,61,8277,96,385,35,67,436124,2090,XRF2,1,2022-09-21,16:17:36,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,150.0,46.96,58.667,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86358,11167,1145,3422,68,155,95,8005,98,455,54,94,434746,1911,XRF2,1,2022-09-21,16:17:59,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,200.0,47.010000000000005,58.717000000000006,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87341,11125,1165,3600,45,156,93,8276,14,444,20,78,436094,1801,XRF2,1,2022-09-21,16:18:22,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,250.0,47.06,58.767,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87178,11429,1249,3547,39,153,114,8352,58,337,28,47,436917,1689,XRF2,1,2022-09-21,16:18:45,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,300.0,47.11,58.817,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87662,11465,1224,3463,61,162,41,8096,82,325,30,115,440314,1725,XRF2,1,2022-09-21,16:19:07,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,350.0,47.160000000000004,58.867000000000004,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87977,11148,1230,3505,55,142,67,8329,74,339,39,94,440897,1301,XRF2,1,2022-09-21,16:19:30,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,400.0,47.21,58.917,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87168,9857,1362,3526,72,170,148,8045,55,412,58,45,440294,1064,XRF2,1,2022-09-21,16:19:55,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,450.0,47.260000000000005,58.967000000000006,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87739,9399,1476,3494,62,191,78,8249,85,425,11,71,440819,1392,XRF2,1,2022-09-21,16:20:17,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,500.0,47.31,59.017,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87547,8943,1378,3509,19,178,75,8165,50,374,81,64,439701,1385,XRF2,1,2022-09-21,16:20:40,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,550.0,47.36,59.067,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87502,8568,1354,3611,63,238,68,7955,49,334,51,70,439300,1693,XRF2,1,2022-09-21,16:21:03,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,600.0,47.410000000000004,59.117000000000004,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87275,10290,1326,3605,36,164,74,8125,102,376,32,116,437586,1602,XRF2,1,2022-09-21,16:21:26,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,650.0,47.46,59.167,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87344,10583,1262,3643,38,211,68,7858,56,303,37,60,439323,1439,XRF2,1,2022-09-21,16:21:49,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,700.0,47.510000000000005,59.217000000000006,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86888,11442,1110,3608,25,190,52,7926,40,370,80,80,437216,1097,XRF2,1,2022-09-21,16:22:13,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,750.0,47.56,59.267,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86686,11064,1044,3447,84,202,106,8124,59,305,65,112,436228,1070,XRF2,1,2022-09-21,16:22:36,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,800.0,47.61,59.317,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86434,8612,919,3576,91,171,78,8107,60,279,27,41,436389,1017,XRF2,1,2022-09-21,16:22:59,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,850.0,47.660000000000004,59.367000000000004,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86030,6205,812,3540,41,220,57,8003,46,302,24,95,437516,1066,XRF2,1,2022-09-21,16:23:22,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,900.0,47.71,59.417,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87105,9942,902,3607,63,185,143,8185,48,386,38,40,438635,1215,XRF2,1,2022-09-21,16:23:46,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,950.0,47.760000000000005,59.467000000000006,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,85372,8982,802,3444,95,218,50,7426,26,368,41,62,440208,1076,XRF2,1,2022-09-21,16:24:09,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1000.0,47.81,59.517,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87226,11148,809,3609,24,210,150,8224,33,359,45,129,438759,1244,XRF2,1,2022-09-21,16:24:32,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1050.0,47.86,59.567,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86988,11428,859,3529,55,161,109,8197,63,297,36,81,439854,1350,XRF2,1,2022-09-21,16:24:55,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1100.0,47.910000000000004,59.617000000000004,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,86980,10937,1043,3597,25,177,92,8332,72,375,52,71,439617,1197,XRF2,1,2022-09-21,16:25:18,YEON,2022-09-26 21:11:18,
390,U1559,C,6,H,4,A,1150.0,47.96,59.667,44838352,SHLF11584091,50,0.75,10,14,10,12,Cu,87092,9963,1114,3652,60,187,58,8208,53,377,46,96,439334,1598,XRF2,1,2022-09-21,16:25:41,YEON,2022-09-26 21:11:18,
