Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-390-U1559-ACD-20220529-Shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
390C,U1559,A,6,X,2,A,800.0,43.9,53.166,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,363433,-71,656,16687,535,2517,70832,-4036,513,1355868,870,309,689,7511,54039,XRF2,1,2022-09-21,11:28:25,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,850.0,43.95,53.216,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,374652,-33,645,16719,573,2785,79989,-4277,714,1386365,890,689,842,8514,55503,XRF2,1,2022-09-21,11:28:49,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,870.0,43.97,53.236,44837552,SHLF10888551,10,0.15,6,17,10,12,No-Filter,436581,0,713,17986,666,2273,57964,-4077,955,1685462,822,475,1302,14259,55223,XRF2,1,2022-09-21,11:29:12,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,900.0,44.0,53.266,44837552,SHLF10888551,10,0.15,6,17,10,12,No-Filter,418900,-29,787,17760,622,2215,57203,-3755,777,1615170,1125,530,1397,11066,54591,XRF2,1,2022-09-21,11:29:39,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,930.0,44.03,53.296,44837552,SHLF10888551,10,0.15,6,16,10,12,No-Filter,390886,-32,641,18029,716,1973,57445,-3524,848,1496160,928,637,925,9858,53271,XRF2,1,2022-09-21,11:30:05,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,950.0,44.050000000000004,53.316,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,361483,-65,736,17642,580,2574,65869,-3550,1225,1344125,1320,395,716,12330,53521,XRF2,1,2022-09-21,11:30:29,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1000.0,44.1,53.366,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,367256,-57,663,18043,462,2211,54918,-2687,1272,1399096,1108,402,1208,9420,51989,XRF2,1,2022-09-21,11:30:53,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1050.0,44.15,53.416,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,374286,-54,768,18753,563,1867,49771,-2703,1245,1436273,1077,409,1703,9825,51261,XRF2,1,2022-09-21,11:31:17,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1100.0,44.2,53.466,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,376182,-34,706,18809,769,2121,54103,-2505,1269,1436691,1150,283,1634,10212,51977,XRF2,1,2022-09-21,11:31:42,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1150.0,44.25,53.516,44837552,SHLF10888551,10,0.15,6,16,10,12,No-Filter,401845,-12,741,19393,591,2226,58317,-4418,1634,1533983,1137,389,1504,11117,54253,XRF2,1,2022-09-21,11:32:07,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1200.0,44.300000000000004,53.566,44837552,SHLF10888551,10,0.15,6,14,10,12,No-Filter,358614,-59,714,18710,735,2262,64603,-3603,1835,1335000,1058,283,1514,10897,52998,XRF2,1,2022-09-21,11:32:34,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1250.0,44.35,53.616,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,362125,-52,796,18768,433,2204,62568,-2800,1883,1352264,1169,715,2041,11624,52164,XRF2,1,2022-09-21,11:32:58,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1300.0,44.4,53.666,44837552,SHLF10888551,10,0.15,6,16,10,12,No-Filter,388472,-41,787,19543,608,1896,54656,-3201,1964,1480804,1128,788,1966,11786,53235,XRF2,1,2022-09-21,11:33:22,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1350.0,44.45,53.716,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,375717,-49,884,21150,596,1840,49271,-2859,2256,1431985,1425,743,1989,13572,51255,XRF2,1,2022-09-21,11:33:47,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1400.0,44.5,53.766,44837552,SHLF10888551,10,0.15,6,16,10,12,No-Filter,397739,-51,1050,22362,693,1764,50400,-3413,3042,1517861,1609,690,2010,15299,52366,XRF2,1,2022-09-21,11:34:12,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,2,A,1450.0,44.550000000000004,53.816,44837552,SHLF10888551,10,0.15,6,15,10,12,No-Filter,384338,26,925,21498,540,1730,48436,-3784,2397,1467226,1621,589,2221,13931,52644,XRF2,1,2022-09-21,11:34:39,YEON,2022-09-26 21:01:10,
390C,U1559,A,6,X,3,A,50.0,44.669999999999995,53.936,44837562,SHLF10888581,10,0.15,6,13,10,12,No-Filter,320175,-77,717,18919,683,2037,52262,-1029,1831,1191023,1297,546,1363,12091,48849,XRF2,1,2022-09-21,12:06:33,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,100.0,44.72,53.986000000000004,44837562,SHLF10888581,10,0.15,6,13,10,12,No-Filter,324038,-26,727,18608,534,1711,50403,-1077,1261,1213219,854,605,1465,10471,49426,XRF2,1,2022-09-21,12:06:57,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,150.0,44.769999999999996,54.036,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,361629,-44,848,20133,812,2076,47939,-2247,1699,1378220,1194,608,1494,10747,52138,XRF2,1,2022-09-21,12:07:21,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,200.0,44.82,54.086000000000006,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,399772,28,1033,19890,671,1670,46299,-3099,1446,1546090,1211,466,1610,10678,53970,XRF2,1,2022-09-21,12:07:45,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,250.0,44.87,54.136,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,409237,-12,917,18912,821,1463,43569,-2791,794,1594569,1172,702,1536,9468,54115,XRF2,1,2022-09-21,12:08:12,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,300.0,44.919999999999995,54.186,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,406198,38,707,18037,666,1745,51041,-2885,599,1574073,788,437,1098,9008,54728,XRF2,1,2022-09-21,12:08:39,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,350.0,44.97,54.236000000000004,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,379238,-67,662,17104,660,2798,72240,-3452,784,1419457,964,476,992,8724,55396,XRF2,1,2022-09-21,12:09:07,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,400.0,45.019999999999996,54.286,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,366163,-27,581,16212,584,2639,72983,-2732,474,1368025,647,777,782,6509,54551,XRF2,1,2022-09-21,12:09:31,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,450.0,45.07,54.336000000000006,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,380086,-37,678,17193,536,2089,59778,-2884,681,1444692,968,603,1360,8775,54368,XRF2,1,2022-09-21,12:09:56,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,500.0,45.12,54.386,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,387268,-77,721,17586,786,1917,51533,-2469,378,1491101,1062,542,1514,9757,52429,XRF2,1,2022-09-21,12:10:20,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,550.0,45.169999999999995,54.436,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,400692,-56,724,18071,594,1344,45142,-2404,459,1561503,757,529,1343,9624,52701,XRF2,1,2022-09-21,12:10:46,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,600.0,45.22,54.486000000000004,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,387208,-38,709,18338,634,1915,48873,-2420,698,1494535,751,771,1475,8996,52711,XRF2,1,2022-09-21,12:11:13,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,650.0,45.269999999999996,54.536,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,399951,-51,704,17471,787,1768,44534,-2297,74,1558246,889,837,1525,8890,53708,XRF2,1,2022-09-21,12:11:38,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,700.0,45.32,54.586000000000006,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,403587,-75,600,16784,675,1978,56624,-2422,133,1556112,515,536,1194,7959,54788,XRF2,1,2022-09-21,12:12:05,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,750.0,45.37,54.636,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,369208,-33,528,16483,593,2354,64553,-3146,179,1391856,933,698,1389,8771,54902,XRF2,1,2022-09-21,12:12:32,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,800.0,45.419999999999995,54.686,44837562,SHLF10888581,10,0.15,6,14,10,12,No-Filter,359370,-84,559,16169,320,2395,69052,-2696,187,1341430,643,289,1229,8344,54568,XRF2,1,2022-09-21,12:12:57,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,850.0,45.47,54.736000000000004,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,365010,-45,688,16623,481,2384,63154,-2353,182,1377021,762,770,1348,8822,52805,XRF2,1,2022-09-21,12:13:21,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,900.0,45.519999999999996,54.786,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,383424,-22,647,16842,453,2143,58743,-2680,360,1464747,852,446,1149,8749,54099,XRF2,1,2022-09-21,12:13:45,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,950.0,45.57,54.836000000000006,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,396122,-87,740,17567,897,1549,47838,-2530,261,1536183,974,797,1639,9573,54291,XRF2,1,2022-09-21,12:14:10,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1000.0,45.62,54.886,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,401023,-90,655,18117,609,1335,47170,-2251,554,1550992,637,423,1258,12075,54397,XRF2,1,2022-09-21,12:14:35,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1050.0,45.669999999999995,54.936,44837562,SHLF10888581,10,0.15,6,17,10,12,No-Filter,416124,-66,877,20021,792,1847,55801,-3840,1681,1594622,1107,473,1816,12309,55189,XRF2,1,2022-09-21,12:15:02,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1100.0,45.72,54.986000000000004,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,398470,-63,717,18082,723,1868,52267,-3305,956,1522519,1196,457,1611,9770,54685,XRF2,1,2022-09-21,12:15:30,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1150.0,45.769999999999996,55.036,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,396497,-50,645,17667,668,2009,55726,-3050,625,1522491,951,544,1282,9869,54565,XRF2,1,2022-09-21,12:15:55,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1200.0,45.82,55.086000000000006,44837562,SHLF10888581,10,0.15,6,15,10,12,No-Filter,382834,-46,697,17200,783,2263,59872,-2848,538,1460021,825,398,1030,9025,53503,XRF2,1,2022-09-21,12:16:21,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1250.0,45.87,55.136,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,400263,-48,705,17363,431,1950,61085,-3110,700,1530222,1118,736,937,9635,54367,XRF2,1,2022-09-21,12:16:46,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1300.0,45.919999999999995,55.186,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,412503,-16,839,17854,841,2184,55094,-3287,621,1591240,897,446,967,10017,54650,XRF2,1,2022-09-21,12:17:13,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1350.0,45.97,55.236000000000004,44837562,SHLF10888581,10,0.15,6,17,10,12,No-Filter,421964,-78,744,18705,985,1972,54057,-4157,846,1627096,1020,496,1508,11603,55941,XRF2,1,2022-09-21,12:17:41,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,3,A,1400.0,46.019999999999996,55.286,44837562,SHLF10888581,10,0.15,6,16,10,12,No-Filter,390789,-66,812,18682,741,1316,45187,-2776,890,1516616,735,605,924,9295,52045,XRF2,1,2022-09-21,12:18:08,YEON,2022-09-26 21:01:12,
390C,U1559,A,6,X,4,A,50.0,46.169999999999995,55.436,44837572,SHLF10888611,10,0.15,6,15,10,12,No-Filter,383268,-81,596,16736,545,2307,63353,-2129,408,1458961,794,739,1090,7366,53239,XRF2,1,2022-09-21,12:50:18,YEON,2022-09-26 21:01:13,
390,U1559,C,6,H,1,A,1450.0,43.75,55.457,44837272,SHLF11584001,10,0.15,6,16,10,12,No-Filter,399789,-15,754,17861,757,2330,65177,-3711,854,1517131,775,593,1364,8978,55547,XRF2,1,2022-09-21,13:58:12,YEON,2022-09-26 20:59:50,
390,U1559,C,6,H,2,A,50.0,43.849999999999994,55.556999999999995,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,395792,-50,573,17826,475,2815,75380,-4732,819,1482244,815,486,1225,8875,56625,XRF2,1,2022-09-21,14:28:57,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,100.0,43.9,55.607,44837282,SHLF11584031,10,0.15,6,15,10,12,No-Filter,387017,-41,714,17293,600,2814,79879,-4640,775,1434263,1147,518,996,8518,57538,XRF2,1,2022-09-21,14:29:21,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,150.0,43.949999999999996,55.657,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,413321,-13,781,17419,704,3014,74436,-4590,780,1559037,579,327,1169,8385,57227,XRF2,1,2022-09-21,14:29:47,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,200.0,44.0,55.707,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,429665,-52,746,18106,699,2286,67178,-4549,1059,1639616,1062,580,1537,8974,57541,XRF2,1,2022-09-21,14:30:14,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,250.0,44.05,55.757,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,417642,-66,742,18129,780,2691,68025,-4512,951,1584714,847,689,1612,8821,56939,XRF2,1,2022-09-21,14:30:40,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,300.0,44.099999999999994,55.806999999999995,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,420619,-20,902,19746,850,2207,60610,-4167,1586,1605716,1102,777,1367,11329,55953,XRF2,1,2022-09-21,14:31:08,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,350.0,44.15,55.857,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,406633,12,864,20493,768,2786,72625,-5227,2747,1516408,1351,749,2638,14882,56197,XRF2,1,2022-09-21,14:31:36,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,400.0,44.199999999999996,55.907,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,395610,-40,728,18923,517,2966,75583,-5154,1463,1474907,980,627,1675,11156,55569,XRF2,1,2022-09-21,14:32:03,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,475.0,44.275,55.982,44837282,SHLF11584031,10,0.15,6,15,10,12,No-Filter,378596,-28,603,16882,449,3286,88068,-5156,895,1381675,1136,525,1281,10467,57724,XRF2,1,2022-09-21,14:32:29,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,520.0,44.32,56.027,44837282,SHLF11584031,10,0.15,6,15,10,12,No-Filter,371426,-11,586,16327,453,3186,86780,-4850,1058,1356236,963,644,654,8626,57477,XRF2,1,2022-09-21,14:32:54,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,550.0,44.349999999999994,56.056999999999995,44837282,SHLF11584031,10,0.15,6,15,10,12,No-Filter,366535,-76,600,16186,577,3244,82762,-3802,934,1347765,786,604,767,6964,56172,XRF2,1,2022-09-21,14:33:17,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,600.0,44.4,56.107,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,398967,-17,770,18257,549,2195,64872,-4129,1245,1514149,962,462,1292,10677,54241,XRF2,1,2022-09-21,14:33:40,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,630.0,44.43,56.137,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,408773,-47,807,19564,644,1550,46128,-2790,1285,1584073,1000,404,1530,13979,53031,XRF2,1,2022-09-21,14:34:06,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,650.0,44.449999999999996,56.157,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,428406,-30,843,18473,717,1677,52182,-3549,516,1664964,857,689,1340,9624,54709,XRF2,1,2022-09-21,14:34:32,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,700.0,44.5,56.207,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,409410,-10,883,18536,506,2745,71242,-4508,1004,1539772,1194,590,1013,14419,56009,XRF2,1,2022-09-21,14:35:00,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,750.0,44.55,56.257,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,437179,-79,771,17899,810,1945,55845,-3740,506,1693712,803,748,1375,9576,56369,XRF2,1,2022-09-21,14:35:28,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,800.0,44.599999999999994,56.306999999999995,44837282,SHLF11584031,10,0.15,6,15,10,12,No-Filter,362533,-63,590,16748,326,3080,86208,-4685,889,1315299,768,610,963,9947,55781,XRF2,1,2022-09-21,14:35:55,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,850.0,44.65,56.357,44837282,SHLF11584031,10,0.15,6,14,10,12,No-Filter,346236,-27,590,16053,288,3450,96823,-4816,1115,1221886,946,1009,1026,10669,56739,XRF2,1,2022-09-21,14:36:20,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,900.0,44.699999999999996,56.407,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,409196,-46,656,17475,674,2762,75491,-4681,1130,1534832,1005,480,1306,12893,57440,XRF2,1,2022-09-21,14:36:44,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,950.0,44.75,56.457,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,426397,-48,801,18889,722,2344,64176,-4783,1600,1623388,975,448,1415,14667,56132,XRF2,1,2022-09-21,14:37:11,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1000.0,44.8,56.507,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,437069,12,1002,20221,659,1956,59365,-4749,2042,1670721,1072,671,1675,17094,55781,XRF2,1,2022-09-21,14:37:39,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1050.0,44.849999999999994,56.556999999999995,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,422065,-59,895,20084,649,2503,64107,-4843,2060,1595255,947,522,1366,18548,55297,XRF2,1,2022-09-21,14:38:06,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1100.0,44.9,56.607,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,426702,-39,946,19924,598,2298,63760,-4490,2288,1617172,1374,861,1931,19394,55317,XRF2,1,2022-09-21,14:38:33,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1150.0,44.949999999999996,56.657,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,416263,-66,859,19498,854,2946,68222,-4544,1978,1567107,1426,753,2141,21555,55753,XRF2,1,2022-09-21,14:39:01,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1200.0,45.0,56.707,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,405259,-62,687,17598,539,2585,75424,-4697,1390,1510889,1063,885,1802,18270,56362,XRF2,1,2022-09-21,14:39:29,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1250.0,45.05,56.757,44837282,SHLF11584031,10,0.15,6,14,10,12,No-Filter,344278,-44,459,16064,341,3765,103343,-4529,1312,1199278,1080,836,1355,14922,56795,XRF2,1,2022-09-21,14:39:57,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1300.0,45.099999999999994,56.806999999999995,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,395089,-61,593,16694,530,2708,77517,-4427,903,1470808,796,901,1459,12042,57399,XRF2,1,2022-09-21,14:40:19,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1350.0,45.15,56.857,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,414532,-71,642,17080,409,2772,73111,-4539,674,1563633,909,426,1719,11975,57205,XRF2,1,2022-09-21,14:40:45,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1400.0,45.199999999999996,56.907,44837282,SHLF11584031,10,0.15,6,16,10,12,No-Filter,408893,-79,802,17743,735,2434,62315,-3598,573,1558240,971,603,1516,12955,55058,XRF2,1,2022-09-21,14:41:13,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,2,A,1450.0,45.25,56.957,44837282,SHLF11584031,10,0.15,6,17,10,12,No-Filter,415357,-50,850,18391,630,1904,54301,-3444,590,1596470,878,506,1565,13842,54442,XRF2,1,2022-09-21,14:41:40,YEON,2022-09-26 20:59:54,
390,U1559,C,6,H,3,A,50.0,45.349999999999994,57.056999999999995,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,390941,-59,717,17982,610,2954,75365,-4011,1552,1448705,1144,707,1562,17233,55828,XRF2,1,2022-09-21,15:16:31,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,100.0,45.4,57.107,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,390587,-74,734,18664,641,2946,78452,-4939,1684,1435966,1061,639,1945,20412,57056,XRF2,1,2022-09-21,15:16:56,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,150.0,45.449999999999996,57.157,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,417792,-29,794,19507,737,2555,70269,-5298,2154,1564643,1045,383,904,24253,56021,XRF2,1,2022-09-21,15:17:22,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,200.0,45.5,57.207,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,417151,-23,784,18714,796,2632,70418,-4807,1272,1560835,968,564,2299,23193,56227,XRF2,1,2022-09-21,15:17:49,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,250.0,45.55,57.257,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,429218,-8,901,18918,890,2319,61620,-4420,1443,1627219,995,675,2360,23729,56679,XRF2,1,2022-09-21,15:18:16,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,300.0,45.599999999999994,57.306999999999995,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,434409,-58,932,19427,783,1918,57470,-4364,1270,1658028,1204,634,2364,23559,56114,XRF2,1,2022-09-21,15:18:44,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,350.0,45.65,57.357,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,430711,-59,995,19784,797,2310,57916,-4441,1317,1637254,1388,606,2310,24116,55877,XRF2,1,2022-09-21,15:19:12,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,400.0,45.699999999999996,57.407,44837292,SHLF11584061,10,0.15,6,17,10,12,No-Filter,418911,-73,836,19634,644,2204,64584,-4293,1717,1577798,1271,632,1491,25520,55155,XRF2,1,2022-09-21,15:19:40,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,450.0,45.75,57.457,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,376823,-27,723,17848,568,2921,78005,-4800,1803,1372294,1335,681,2440,24818,55333,XRF2,1,2022-09-21,15:20:07,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,500.0,45.8,57.507,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,370780,-47,661,18548,610,2682,73325,-4439,1930,1354125,1488,496,1996,24303,55471,XRF2,1,2022-09-21,15:20:32,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,550.0,45.849999999999994,57.556999999999995,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,379951,-66,888,20416,646,1989,61673,-3911,2574,1409820,1347,452,2634,25839,54306,XRF2,1,2022-09-21,15:20:56,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,600.0,45.9,57.607,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,403420,-62,1007,21153,845,2336,59673,-4156,2338,1514664,1521,420,1848,25817,54294,XRF2,1,2022-09-21,15:21:20,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,650.0,45.949999999999996,57.657,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,399213,-25,975,20742,582,2100,59184,-3939,2271,1498455,1166,606,1686,25812,54476,XRF2,1,2022-09-21,15:21:45,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,700.0,46.0,57.707,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,402941,28,915,20782,768,1888,53996,-3874,1985,1526884,1548,1007,1675,23880,54316,XRF2,1,2022-09-21,15:22:09,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,750.0,46.05,57.757,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,404095,-16,1017,21243,823,1993,58421,-4141,2553,1514060,1589,748,1103,29430,55125,XRF2,1,2022-09-21,15:22:36,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,800.0,46.099999999999994,57.806999999999995,44837292,SHLF11584061,10,0.15,6,15,10,12,No-Filter,387029,-61,915,19180,675,2099,63525,-3871,1733,1444087,1244,439,1463,22400,55298,XRF2,1,2022-09-21,15:23:03,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,850.0,46.15,57.857,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,392519,-44,769,18948,535,2344,68149,-4772,1747,1445238,1119,718,2091,23605,55883,XRF2,1,2022-09-21,15:23:27,YEON,2022-09-26 20:59:57,
390,U1559,C,6,H,3,A,900.0,46.199999999999996,57.907,44837292,SHLF11584061,10,0.15,6,16,10,12,No-Filter,393510,-33,885,19253,774,2225,62555,-3870,1761,1473811,1209,693,1786,23181,54820,XRF2,1,2022-09-21,15:23:50,YEON,2022-09-26 20:59:57,
