Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Mn-Ka Area,Fe-Ka Area,Co-Ka Area,Ni-Ka Area,Cu-Ka Area,Zn-Ka Area,Ga-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Rh-Ka-Coh Area,Rh-Ka-Inc Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,2,H,2,A,400.0,8.6,8.6,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,191029,2438,957,2055,4592,124759,1768,4535,812,1390,284,459,2585,6220,8091,2443,10197,824,17,33641,77699,XRF2,1,2022-08-23,13:16:22,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,450.0,8.649999999999999,8.649999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,192905,2470,907,2260,4757,128152,1776,4575,767,1595,246,536,2668,6137,8233,2461,10601,650,682,34022,78805,XRF2,1,2022-08-23,13:16:43,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,500.0,8.7,8.7,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,194483,2647,1068,2425,4808,130179,1990,4467,771,1495,278,522,2603,6441,8342,2463,10860,573,344,34273,77943,XRF2,1,2022-08-23,13:17:04,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,550.0,8.75,8.75,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,196560,2647,1053,2446,5076,135795,1785,4495,690,1513,240,524,2488,6544,8877,2878,11233,705,256,34902,77789,XRF2,1,2022-08-23,13:17:25,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,600.0,8.799999999999999,8.799999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,197061,2678,1020,2271,5029,137510,1883,4788,722,1578,246,582,2367,6713,8629,2714,10990,1108,611,34792,77692,XRF2,1,2022-08-23,13:17:46,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,650.0,8.85,8.85,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,197327,2585,1012,2212,5160,133783,1930,4626,782,1600,271,480,2502,6292,8890,2717,10872,716,569,34434,78910,XRF2,1,2022-08-23,13:18:08,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,700.0,8.899999999999999,8.899999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,197566,2549,998,2194,5680,130706,1804,4748,848,1575,172,539,2768,6338,9161,2793,10536,477,944,34451,79949,XRF2,1,2022-08-23,13:18:29,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,750.0,8.95,8.95,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,196407,2587,1000,2319,5879,129835,1916,4621,846,1536,279,479,2666,6339,8866,2702,10904,780,603,35058,78705,XRF2,1,2022-08-23,13:18:50,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,800.0,9.0,9.0,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,196893,2580,1016,2229,5171,129064,1702,4617,892,1560,258,574,2644,6345,8857,3019,10855,794,561,34620,80074,XRF2,1,2022-08-23,13:19:11,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,850.0,9.049999999999999,9.049999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,196164,2582,972,2165,5597,129569,1841,4658,797,1520,282,512,2474,6620,8342,2538,10902,493,354,34491,78987,XRF2,1,2022-08-23,13:19:32,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,900.0,9.1,9.1,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,195987,2639,1001,2399,5313,133854,1992,4712,879,1600,248,536,2529,6680,8373,2644,11206,861,241,34492,77589,XRF2,1,2022-08-23,13:19:53,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,950.0,9.149999999999999,9.149999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,194661,2831,1031,2272,5572,133744,1668,4505,757,1661,284,575,2404,6711,8515,2826,10986,803,215,34390,77991,XRF2,1,2022-08-23,13:20:14,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1000.0,9.2,9.2,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,195878,2871,941,2399,5456,135551,1902,4640,799,1529,332,509,2478,6768,8421,2684,10980,664,690,34531,78628,XRF2,1,2022-08-23,13:20:36,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1050.0,9.25,9.25,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,193686,2908,999,2351,6054,134917,1923,4513,802,1597,222,556,2338,6569,8732,2651,11182,732,448,34331,76726,XRF2,1,2022-08-23,13:20:57,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1100.0,9.299999999999999,9.299999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,191887,2848,1084,2348,5617,138023,1928,4437,830,1551,232,639,2303,6591,8540,2597,11247,555,401,34776,75721,XRF2,1,2022-08-23,13:21:18,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1150.0,9.35,9.35,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,191886,2775,1087,2355,5951,138041,1848,4448,869,1571,228,537,2238,6821,8920,2788,11066,743,536,34336,75757,XRF2,1,2022-08-23,13:21:39,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1200.0,9.399999999999999,9.399999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,190787,2873,1059,2260,5769,136415,1984,4689,819,1550,271,545,2245,6743,8798,2848,10932,657,240,33954,75559,XRF2,1,2022-08-23,13:22:00,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1250.0,9.45,9.45,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,190455,2673,978,2244,5430,133578,1972,4366,752,1470,220,577,2488,6410,8653,2997,10608,598,345,34359,75474,XRF2,1,2022-08-23,13:22:21,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1300.0,9.5,9.5,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,185949,2773,867,2241,5797,131445,1750,4569,710,1482,218,618,2273,6496,8570,2421,10822,754,306,32821,73771,XRF2,1,2022-08-23,13:22:42,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1350.0,9.549999999999999,9.549999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,188494,2850,1043,2281,6039,134481,1745,4590,885,1643,191,523,2333,6461,8615,2472,10634,725,460,33699,74611,XRF2,1,2022-08-23,13:23:03,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1400.0,9.6,9.6,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,190822,2728,984,2199,5567,136107,1867,4482,800,1470,260,524,2332,6644,8748,2700,10881,808,148,33316,74235,XRF2,1,2022-08-23,13:23:24,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,2,A,1450.0,9.649999999999999,9.649999999999999,44834412,SHLF10902731,30,1.25,6,11,10,12,Pd-Thick,188324,2923,997,2365,1554,136833,2047,4281,796,1429,315,415,2279,6692,8458,2777,11028,742,295,33077,74690,XRF2,1,2022-08-23,13:23:45,YEON,2022-09-02 18:16:33,
395E,U1561,A,2,H,3,A,50.0,9.75,9.75,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,191790,3023,1087,2389,6522,142254,1920,4383,905,1595,195,581,2055,7041,9117,3291,11285,462,371,35294,74529,XRF2,1,2022-08-23,13:52:08,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,100.0,9.799999999999999,9.799999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,190303,2882,973,2402,6989,139833,1961,4414,912,1407,215,569,2214,6929,8726,2769,11395,897,236,34111,73747,XRF2,1,2022-08-23,13:52:29,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,150.0,9.85,9.85,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,193140,3088,989,2524,7555,144778,2076,4651,826,1582,254,674,2123,7167,8877,2513,11389,821,434,35418,72925,XRF2,1,2022-08-23,13:52:50,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,200.0,9.899999999999999,9.899999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,191688,3093,1019,2324,6407,141919,1915,4506,737,1500,200,577,2166,6978,8858,2636,11407,905,660,34966,75229,XRF2,1,2022-08-23,13:53:11,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,250.0,9.95,9.95,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,194492,2973,1007,2361,6312,141282,1984,4614,880,1605,274,613,2390,6820,9128,2555,11493,829,399,34271,74923,XRF2,1,2022-08-23,13:53:32,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,295.0,9.995,9.995,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,191688,2941,1055,2374,6162,138143,1860,4455,815,1490,233,524,2304,6818,8892,2778,10810,954,523,33260,74389,XRF2,1,2022-08-23,13:53:53,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,350.0,10.049999999999999,10.049999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192570,2912,948,2319,5656,135344,1838,4431,840,1508,220,538,2472,6781,8728,2771,10764,829,490,34846,74560,XRF2,1,2022-08-23,13:54:14,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,400.0,10.1,10.1,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,194278,2937,977,2333,5864,134662,1889,4510,770,1458,240,465,2491,6523,8663,2862,11445,791,683,34879,77710,XRF2,1,2022-08-23,13:54:35,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,450.0,10.149999999999999,10.149999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,196097,2824,901,2218,5740,138124,1998,4673,747,1474,227,598,2452,6848,8825,2680,11236,848,543,35053,77132,XRF2,1,2022-08-23,13:54:56,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,500.0,10.2,10.2,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,196193,2858,1009,2274,6384,133340,1829,4488,819,1561,264,557,2451,6551,8754,2518,11037,827,510,34846,77745,XRF2,1,2022-08-23,13:55:17,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,550.0,10.25,10.25,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,200273,2906,1054,2269,6432,136861,1881,4645,813,1593,251,559,2446,6642,8755,2799,11247,908,360,35657,79627,XRF2,1,2022-08-23,13:55:38,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,600.0,10.299999999999999,10.299999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,196083,2938,1034,2285,6659,138707,1870,4573,838,1587,219,544,2376,6795,8675,2951,11471,1027,529,34728,77571,XRF2,1,2022-08-23,13:55:59,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,650.0,10.35,10.35,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,194234,2948,916,2358,5520,138874,1824,4518,765,1487,239,542,2421,6890,8488,2635,11595,818,931,35032,76707,XRF2,1,2022-08-23,13:56:22,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,700.0,10.399999999999999,10.399999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192599,2932,990,2507,5421,140158,1793,4571,769,1488,234,588,2267,6929,8372,2986,11277,755,683,34749,75592,XRF2,1,2022-08-23,13:56:43,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,750.0,10.45,10.45,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192151,3182,1118,2720,5826,150981,2109,4453,762,1599,263,602,1989,7613,8788,2820,12434,1060,491,35011,71341,XRF2,1,2022-08-23,13:57:04,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,800.0,10.5,10.5,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192233,3214,1126,2631,6151,153475,2190,4548,874,1678,274,629,1993,7694,8955,3361,12151,920,343,34651,71205,XRF2,1,2022-08-23,13:57:25,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,850.0,10.549999999999999,10.549999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,190346,3093,1109,2441,6221,144578,2040,4605,815,1597,267,574,1984,7229,8680,3064,11682,748,658,33877,70661,XRF2,1,2022-08-23,13:57:46,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,900.0,10.6,10.6,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,190713,3039,1107,2560,6158,147604,1870,4339,780,1579,316,553,1994,7108,8873,3159,11554,669,657,34821,72220,XRF2,1,2022-08-23,13:58:08,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,950.0,10.649999999999999,10.649999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,191532,3229,1196,2525,7036,150001,2078,4444,765,1489,230,562,2028,7141,9073,3117,11381,751,978,34673,71675,XRF2,1,2022-08-23,13:58:29,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1000.0,10.7,10.7,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192653,3188,1106,2539,6858,148527,1968,4450,766,1603,282,568,2062,7184,8869,2970,11198,670,594,34187,72392,XRF2,1,2022-08-23,13:58:50,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1050.0,10.75,10.75,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,190286,2970,1061,2438,6389,143448,2061,4555,800,1493,252,594,2289,7068,8595,3133,11367,1033,968,33875,72801,XRF2,1,2022-08-23,13:59:11,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1100.0,10.799999999999999,10.799999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192367,3075,1084,2480,6659,144735,1924,4458,852,1583,244,616,2259,7030,8560,3087,11654,673,307,34241,72193,XRF2,1,2022-08-23,13:59:32,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1150.0,10.85,10.85,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,191337,2910,970,2326,6321,142316,1825,4530,910,1603,231,573,2183,6895,8556,2641,10969,749,576,34302,74151,XRF2,1,2022-08-23,13:59:53,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1200.0,10.899999999999999,10.899999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,184264,2877,897,2229,6614,137945,1838,4473,819,1523,213,543,2071,6511,8108,2847,10324,638,248,32897,71260,XRF2,1,2022-08-23,14:00:14,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1250.0,10.95,10.95,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,185937,2830,830,2356,6312,140668,1815,4463,804,1636,247,649,2176,6845,8289,2725,10520,480,504,33225,70483,XRF2,1,2022-08-23,14:00:35,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1300.0,11.0,11.0,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,180794,2744,1003,2374,5829,137975,1906,4280,808,1513,192,566,2037,6496,8090,2714,10561,1000,257,32294,68805,XRF2,1,2022-08-23,14:00:56,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1350.0,11.049999999999999,11.049999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,182240,2774,947,2165,6154,135317,1977,4345,810,1460,255,555,2099,6340,7977,2790,10098,819,741,31700,71217,XRF2,1,2022-08-23,14:01:17,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1400.0,11.1,11.1,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,184123,2757,991,2299,6506,135498,1931,4471,905,1590,223,537,2070,6615,8311,2886,10725,1024,461,32096,72723,XRF2,1,2022-08-23,14:01:38,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1450.0,11.149999999999999,11.149999999999999,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,186656,2808,993,2237,6713,135122,1883,4589,839,1603,261,536,2187,6650,8248,2962,10747,701,420,32757,72908,XRF2,1,2022-08-23,14:01:59,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,3,A,1490.0,11.19,11.19,44834422,SHLF10902761,30,1.25,6,11,10,12,Pd-Thick,192664,2885,1024,2273,6799,138643,2204,4442,859,1701,247,592,2193,6700,8518,3076,11308,823,551,33105,76788,XRF2,1,2022-08-23,14:02:20,YEON,2022-09-02 18:16:36,
395E,U1561,A,2,H,4,A,50.0,11.260000000000002,11.260000000000002,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,195310,3168,1098,2455,8278,139088,1985,4809,972,1752,255,541,2291,6790,8662,2997,11254,740,658,34479,75971,XRF2,1,2022-08-23,14:30:33,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,100.0,11.31,11.31,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,190114,2748,1104,2298,6722,136312,1751,4626,794,1627,227,586,2354,6671,8420,3114,10790,615,461,33787,73737,XRF2,1,2022-08-23,14:30:54,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,150.0,11.360000000000001,11.360000000000001,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,188961,2947,1091,2434,6127,139218,1895,4521,836,1688,184,559,2041,6636,8260,3132,10908,745,741,33984,72941,XRF2,1,2022-08-23,14:31:15,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,200.0,11.41,11.41,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,188796,3167,1184,2686,7117,148969,2008,4546,919,1726,281,601,1959,7151,8683,2969,11002,1141,808,33996,71113,XRF2,1,2022-08-23,14:31:36,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,250.0,11.46,11.46,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,186870,3286,1043,2522,7011,151750,2036,4509,906,1695,230,575,1804,6998,8410,3136,10919,763,923,33457,68562,XRF2,1,2022-08-23,14:31:58,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,300.0,11.510000000000002,11.510000000000002,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,188424,3219,1318,2760,7270,157823,2200,4406,824,1698,226,632,1754,7373,8888,3691,11632,632,768,34344,69270,XRF2,1,2022-08-23,14:32:19,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,350.0,11.56,11.56,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,185925,3223,1104,2474,8531,151550,2033,4775,984,1701,239,577,1892,7015,8522,3431,11144,577,698,34260,68998,XRF2,1,2022-08-23,14:32:40,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,400.0,11.610000000000001,11.610000000000001,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,187230,3246,1137,2561,8306,156193,2050,4634,896,1693,287,501,1822,7079,8686,3492,11454,685,821,33196,67885,XRF2,1,2022-08-23,14:33:01,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,450.0,11.66,11.66,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,185128,3310,1135,2501,9444,153905,1978,4629,862,1712,228,564,1785,7131,8609,3464,10959,1000,590,33980,66406,XRF2,1,2022-08-23,14:33:22,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,515.0,11.725000000000001,11.725000000000001,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,185668,3425,1160,2697,6735,156742,2239,4444,926,1654,269,603,1774,7188,8716,3280,10912,733,327,33509,67873,XRF2,1,2022-08-23,14:33:45,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,550.0,11.760000000000002,11.760000000000002,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,185174,3219,1122,2590,7762,155651,2224,4484,817,1644,220,595,1822,7130,8765,3071,10875,1003,542,33195,67433,XRF2,1,2022-08-23,14:34:06,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,600.0,11.81,11.81,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,183491,3339,1201,2624,7678,154057,1980,4348,867,1623,343,559,1795,7070,8660,3407,10840,557,624,32851,67106,XRF2,1,2022-08-23,14:34:27,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,650.0,11.860000000000001,11.860000000000001,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,182159,3230,1142,2665,8527,152597,2095,4553,816,1642,235,631,1763,7078,8636,3292,10982,578,564,33437,66436,XRF2,1,2022-08-23,14:34:48,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,700.0,11.91,11.91,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,179826,3151,1116,2525,7462,151569,2090,4405,794,1651,274,530,1793,6700,8663,3349,10531,724,699,32930,66835,XRF2,1,2022-08-23,14:35:09,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,750.0,11.96,11.96,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,175829,3150,1142,2491,7068,149625,1860,4320,815,1689,250,552,1646,6629,8742,3015,10108,860,692,32174,64451,XRF2,1,2022-08-23,14:35:30,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,800.0,12.010000000000002,12.010000000000002,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,172809,3034,1189,2417,7088,146507,1888,4290,825,1515,285,518,1769,6602,8391,3161,10090,628,305,31959,64043,XRF2,1,2022-08-23,14:35:51,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,850.0,12.06,12.06,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,171052,2995,1166,2415,7380,144690,1866,4230,808,1570,145,511,1635,6480,8630,3019,9781,690,376,30949,64040,XRF2,1,2022-08-23,14:36:12,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,900.0,12.110000000000001,12.110000000000001,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,170462,3064,1131,2497,7021,143675,1910,4213,786,1583,239,536,1560,6379,8719,3026,9854,775,587,30752,63427,XRF2,1,2022-08-23,14:36:34,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,960.0,12.170000000000002,12.170000000000002,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,173527,3161,1117,2455,7026,146041,1743,4349,783,1579,179,505,1726,6417,8703,2860,9976,529,726,31566,63970,XRF2,1,2022-08-23,14:36:55,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1000.0,12.21,12.21,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,175370,3116,1267,2624,7203,147439,2041,4253,876,1518,201,566,1663,6522,8946,3134,10315,620,607,31940,64332,XRF2,1,2022-08-23,14:37:16,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1050.0,12.260000000000002,12.260000000000002,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,175421,3135,1082,2516,7020,147053,1934,4220,908,1571,223,559,1763,6435,8848,3136,10577,616,157,31149,63727,XRF2,1,2022-08-23,14:37:37,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1100.0,12.31,12.31,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,176879,3156,1246,2434,9048,148618,1941,4466,910,1549,217,570,1658,6571,9241,3341,10263,775,672,32147,64680,XRF2,1,2022-08-23,14:37:58,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1150.0,12.360000000000001,12.360000000000001,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,168063,2979,1358,2450,6666,139010,1706,4208,824,1508,220,553,1731,6143,8631,3346,9726,882,635,31101,62167,XRF2,1,2022-08-23,14:38:19,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1200.0,12.41,12.41,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,174538,3162,1107,2487,7962,147953,1926,4522,788,1519,166,532,1639,6643,8783,2793,10704,844,313,31470,63911,XRF2,1,2022-08-23,14:38:40,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1250.0,12.46,12.46,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,173155,3078,1054,2549,6604,147625,1939,4271,818,1530,252,523,1766,6546,8481,2792,10209,879,564,31919,62466,XRF2,1,2022-08-23,14:39:01,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1300.0,12.510000000000002,12.510000000000002,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,170485,2984,1036,2450,7674,144682,1933,4433,808,1584,284,584,1630,6420,8231,2876,10192,599,304,30782,61363,XRF2,1,2022-08-23,14:39:22,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1350.0,12.56,12.56,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,173423,3255,1011,2600,6294,150423,1891,4311,747,1528,275,624,1729,6682,8505,2659,10265,532,646,31784,63243,XRF2,1,2022-08-23,14:39:44,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1400.0,12.610000000000001,12.610000000000001,44834432,SHLF10902791,30,1.25,6,10,10,12,Pd-Thick,174100,3030,1093,2588,6172,147303,1867,4274,794,1484,213,564,1590,6413,8567,2751,10261,916,292,31267,65337,XRF2,1,2022-08-23,14:40:05,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,4,A,1440.0,12.65,12.65,44834432,SHLF10902791,30,1.25,6,11,10,12,Pd-Thick,176789,3140,1118,2573,6329,147861,1931,4232,910,1492,194,575,1747,6715,8598,2708,10417,638,622,31833,65278,XRF2,1,2022-08-23,14:40:26,YEON,2022-09-02 18:16:38,
395E,U1561,A,2,H,5,A,50.0,12.760000000000002,12.760000000000002,44834442,SHLF10902821,30,1.25,6,11,10,12,Pd-Thick,181104,3205,1034,2588,6711,150516,1971,4399,823,1611,266,614,1833,6516,8332,2874,10323,696,882,33041,66458,XRF2,1,2022-08-26,10:49:38,YEON,2022-09-02 18:16:42,
395E,U1561,A,2,H,5,A,100.0,12.81,12.81,44834442,SHLF10902821,30,1.25,6,11,10,12,Pd-Thick,184136,3218,1192,2716,6557,153658,2029,4432,909,1579,206,585,1883,6444,8787,2862,10855,602,457,33017,66868,XRF2,1,2022-08-26,10:49:58,YEON,2022-09-02 18:16:42,
