Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-A (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Mn-Ka Area,Fe-Ka Area,Co-Ka Area,Ni-Ka Area,Cu-Ka Area,Zn-Ka Area,Ga-Ka Area,As-Ka Area,Br-Ka Area,Rb-Ka Area,Sr-Ka Area,Y -Ka Area,Zr-Ka Area,Nb-Ka Area,Mo-Ka Area,Rh-Ka-Coh Area,Rh-Ka-Inc Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
395E,U1561,A,4,H,5,A,550.0,32.26,32.26,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,138621,977,104881,230,1462,20671,130,3952,159,330,54,119,863,625,43229,510,2164,154,257,31467,43941,XRF2,1,2022-08-30,11:03:52,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,600.0,32.31,32.31,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,139635,978,109438,186,1460,19763,158,4021,221,363,42,190,814,601,44379,461,1747,160,454,32354,43348,XRF2,1,2022-08-30,11:04:13,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,650.0,32.36,32.36,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,142212,989,110936,179,1486,19617,149,4044,215,361,46,166,821,584,45238,491,2151,266,364,33583,44351,XRF2,1,2022-08-30,11:04:33,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,700.0,32.410000000000004,32.410000000000004,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,142987,1102,108278,184,1611,21128,129,4138,261,362,46,142,899,692,44754,470,2484,243,695,33264,44492,XRF2,1,2022-08-30,11:04:54,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,750.0,32.46,32.46,44834592,SHLF10903451,30,1.25,6,10,10,12,Pd-Thick,143630,1183,108440,218,1626,21599,242,3981,211,369,38,145,885,664,44862,482,2008,196,467,33673,46055,XRF2,1,2022-08-30,11:05:13,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,800.0,32.51,32.51,44834592,SHLF10903451,30,1.25,6,10,10,12,Pd-Thick,143818,1129,110642,147,1514,20017,168,4025,256,349,53,180,928,631,45182,492,2116,21,530,33403,46095,XRF2,1,2022-08-30,11:05:33,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,850.0,32.56,32.56,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,142174,931,109748,219,1363,19093,171,3987,270,336,55,151,847,690,44433,720,1946,59,226,33801,44161,XRF2,1,2022-08-30,11:05:53,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,900.0,32.61,32.61,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,141824,924,109979,193,1110,18285,185,4037,179,375,44,117,848,531,44696,522,1932,242,328,33181,44653,XRF2,1,2022-08-30,11:06:14,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,950.0,32.660000000000004,32.660000000000004,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,139818,984,107533,168,1174,18007,174,4058,234,334,61,141,809,671,43817,480,1981,57,347,32345,44449,XRF2,1,2022-08-30,11:06:35,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1000.0,32.71,32.71,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,140185,1088,107970,135,1241,19106,124,3956,230,418,88,136,869,632,43476,676,2185,55,239,32487,44035,XRF2,1,2022-08-30,11:06:56,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1050.0,32.76,32.76,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,138828,1036,103637,113,1255,19617,246,4093,230,420,28,146,844,621,42734,678,2050,163,148,31880,44076,XRF2,1,2022-08-30,11:07:17,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1100.0,32.81,32.81,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,138751,1065,103783,259,1354,20336,264,4065,277,420,45,154,902,732,41593,510,1947,49,102,32103,43547,XRF2,1,2022-08-30,11:07:37,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1150.0,32.86,32.86,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,138362,1086,105218,278,1174,19909,181,4040,208,381,91,133,787,659,42023,636,2175,55,331,32248,43553,XRF2,1,2022-08-30,11:07:58,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1200.0,32.910000000000004,32.910000000000004,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,136449,1197,99374,245,1215,20365,239,3880,235,344,13,109,893,815,39999,494,2098,131,195,31816,44173,XRF2,1,2022-08-30,11:08:19,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1250.0,32.96,32.96,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,137685,1313,94682,279,1463,25193,228,4089,233,452,27,128,866,909,39192,522,2749,312,123,32404,44495,XRF2,1,2022-08-30,11:08:40,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1300.0,33.01,33.01,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,134224,1289,93577,259,1355,22701,190,3907,230,416,33,143,863,694,38307,722,2024,308,245,31526,44045,XRF2,1,2022-08-30,11:09:01,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1350.0,33.06,33.06,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,132906,1280,93721,242,1479,21725,146,4014,248,389,36,122,810,745,38093,502,2394,202,339,31388,41820,XRF2,1,2022-08-30,11:09:22,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1400.0,33.11,33.11,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,128942,1341,79786,278,1190,25361,159,3778,217,439,45,104,850,1211,35773,605,2633,112,309,31145,42582,XRF2,1,2022-08-30,11:09:43,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1450.0,33.160000000000004,33.160000000000004,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,127728,1137,89485,241,1397,22111,235,3810,272,412,65,108,691,820,36598,546,2334,295,404,30282,41155,XRF2,1,2022-08-30,11:10:03,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,5,A,1480.0,33.19,33.19,44834592,SHLF10903451,30,1.25,6,9,10,12,Pd-Thick,130697,1051,97733,242,1614,20814,163,3731,258,397,21,191,766,841,38433,538,2220,135,197,30734,41282,XRF2,1,2022-08-30,11:10:23,YEON,2022-09-02 18:17:17,
395E,U1561,A,4,H,6,A,50.0,33.269999999999996,33.269999999999996,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,142764,1288,98001,253,1606,24648,323,4054,251,417,68,167,935,1073,40920,634,2455,243,164,32909,46390,XRF2,1,2022-08-30,11:40:25,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,100.0,33.32,33.32,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,143276,1480,92126,344,1689,27928,182,4170,315,524,98,165,1051,1017,40594,659,2631,269,499,33238,46539,XRF2,1,2022-08-30,11:40:45,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,150.0,33.37,33.37,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,144943,1183,104142,199,1557,25300,267,3949,231,415,70,210,982,859,43952,632,2258,347,287,33980,46447,XRF2,1,2022-08-30,11:41:05,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,200.0,33.42,33.42,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,144715,967,111015,149,1607,22306,206,4000,285,440,29,260,825,583,46016,475,1927,113,419,33956,44975,XRF2,1,2022-08-30,11:41:26,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,250.0,33.47,33.47,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,145546,1115,107766,277,1616,23886,235,3933,294,422,69,267,956,665,45709,562,2106,88,281,33690,45356,XRF2,1,2022-08-30,11:41:47,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,300.0,33.519999999999996,33.519999999999996,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,142555,988,107894,162,1408,23077,220,4022,286,428,52,233,929,633,43990,613,2141,129,153,33380,45623,XRF2,1,2022-08-30,11:42:07,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,350.0,33.57,33.57,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,143641,1023,106791,200,1438,22516,246,3925,227,363,30,259,951,619,44440,525,2016,243,464,33863,46186,XRF2,1,2022-08-30,11:42:26,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,400.0,33.62,33.62,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,142058,957,109638,235,1390,22154,148,4019,282,394,45,233,924,597,44396,634,1987,280,323,32522,43986,XRF2,1,2022-08-30,11:42:47,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,450.0,33.67,33.67,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,142372,783,109555,179,1399,21815,196,4074,242,365,51,305,851,590,45086,592,1880,29,190,32748,44421,XRF2,1,2022-08-30,11:43:07,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,500.0,33.72,33.72,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,141727,972,107688,198,1505,22398,186,4004,207,339,19,268,896,520,44391,671,1899,159,662,33023,44424,XRF2,1,2022-08-30,11:43:26,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,550.0,33.769999999999996,33.769999999999996,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,140946,982,102228,251,1478,24919,214,4017,230,423,63,270,873,607,43125,641,2082,34,340,32722,45272,XRF2,1,2022-08-30,11:43:46,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,600.0,33.82,33.82,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,143488,1090,99729,274,1909,28326,320,4108,392,466,20,379,977,665,43805,686,2398,443,420,33279,47085,XRF2,1,2022-08-30,11:44:06,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,650.0,33.87,33.87,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,144643,1168,104195,262,2017,28811,281,4073,284,425,45,368,919,647,43429,593,2402,199,400,32904,45664,XRF2,1,2022-08-30,11:44:26,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,700.0,33.92,33.92,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,145121,1218,105508,245,1832,28367,286,4073,331,470,51,329,889,658,43115,644,2294,85,316,33312,46024,XRF2,1,2022-08-30,11:44:47,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,750.0,33.97,33.97,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,144138,1188,102716,224,1983,31634,264,4140,343,497,67,317,803,883,42973,721,2855,264,205,33017,45083,XRF2,1,2022-08-30,11:45:07,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,800.0,34.019999999999996,34.019999999999996,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,147675,1200,102215,253,1964,33842,361,4057,400,472,49,365,941,760,42645,639,2716,137,458,33774,47149,XRF2,1,2022-08-30,11:45:26,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,850.0,34.07,34.07,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,148008,1328,108539,245,2274,35622,346,4101,368,525,40,426,821,828,44749,806,2786,377,350,34342,44703,XRF2,1,2022-08-30,11:45:47,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,900.0,34.12,34.12,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,146442,1334,102303,286,2065,33251,296,4024,300,499,33,324,890,789,42994,700,2735,273,1,33673,46251,XRF2,1,2022-08-30,11:46:07,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,950.0,34.17,34.17,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,147157,1425,98823,243,1795,35998,396,3972,381,515,70,358,855,1107,42506,810,2876,158,438,34154,45212,XRF2,1,2022-08-30,11:46:28,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1000.0,34.22,34.22,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,147297,1001,105708,200,1743,30679,241,4153,303,427,20,377,952,715,43863,636,2336,266,260,34362,46675,XRF2,1,2022-08-30,11:46:49,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1050.0,34.269999999999996,34.269999999999996,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,144406,1039,101465,220,1551,28118,244,3955,319,423,32,286,937,828,42976,502,2371,141,164,33362,46456,XRF2,1,2022-08-30,11:47:10,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1100.0,34.32,34.32,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,145310,1035,101739,202,1809,28180,294,4088,372,401,32,281,955,754,43202,643,2309,222,645,34102,46601,XRF2,1,2022-08-30,11:47:29,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1150.0,34.37,34.37,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,145975,973,108930,203,1480,25351,243,4062,333,424,24,317,918,562,45270,474,2030,69,282,33923,46626,XRF2,1,2022-08-30,11:47:50,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1200.0,34.42,34.42,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,146194,890,110948,148,1547,25028,230,4078,307,483,59,243,933,397,44923,411,2087,188,532,33807,45494,XRF2,1,2022-08-30,11:48:11,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1250.0,34.47,34.47,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,142572,851,108953,136,1266,23556,213,3963,264,381,63,252,866,627,43757,610,1959,192,391,33481,45681,XRF2,1,2022-08-30,11:48:32,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1300.0,34.519999999999996,34.519999999999996,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,141790,802,112614,155,1240,20655,176,3982,325,402,68,293,881,466,44661,622,2251,296,479,32942,45026,XRF2,1,2022-08-30,11:48:52,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1350.0,34.57,34.57,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,141037,724,111434,153,1155,20015,210,4073,251,354,43,217,832,461,43687,531,1895,175,238,33262,44081,XRF2,1,2022-08-30,11:49:11,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1400.0,34.62,34.62,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,137638,686,105775,92,1171,20758,196,4038,285,388,35,268,978,369,41605,501,1862,268,283,32673,43837,XRF2,1,2022-08-30,11:49:31,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1450.0,34.67,34.67,44834602,SHLF10903481,30,1.25,6,9,10,12,Pd-Thick,139175,684,106854,103,1101,21496,275,4006,258,403,35,332,864,329,41893,540,1927,240,367,33077,43810,XRF2,1,2022-08-30,11:49:50,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,6,A,1475.0,34.695,34.695,44834602,SHLF10903481,30,1.25,6,10,10,12,Pd-Thick,144379,836,113952,96,1244,22596,193,4215,274,378,28,227,854,509,43818,501,1860,48,259,33887,45414,XRF2,1,2022-08-30,11:50:10,YEON,2022-09-02 18:17:19,
395E,U1561,A,4,H,7,A,50.0,34.769999999999996,34.769999999999996,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,143920,638,98327,141,1098,20846,237,4091,302,458,33,267,1086,486,44397,569,2169,35,66,33857,47203,XRF2,1,2022-08-30,12:12:27,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,100.0,34.82,34.82,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,144510,659,93414,136,1122,21502,124,3975,223,364,40,247,1183,493,45545,545,2123,283,124,34801,46261,XRF2,1,2022-08-30,12:12:47,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,150.0,34.87,34.87,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,145901,681,109527,135,1081,20662,168,4139,305,420,51,267,975,443,45435,483,1909,356,359,34164,46463,XRF2,1,2022-08-30,12:13:08,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,200.0,34.92,34.92,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,147067,827,115026,150,1111,20487,175,3940,289,323,19,208,943,497,46008,867,1857,39,267,34309,46193,XRF2,1,2022-08-30,12:13:27,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,260.0,34.98,34.98,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,147263,806,113983,109,918,20395,184,3981,285,361,15,184,929,535,45678,484,1706,135,353,34768,47290,XRF2,1,2022-08-30,12:13:48,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,300.0,35.019999999999996,35.019999999999996,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,146090,864,111468,138,960,21494,102,4067,224,387,62,270,922,534,45571,310,2017,96,333,34828,47026,XRF2,1,2022-08-30,12:14:08,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,350.0,35.07,35.07,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,145539,794,111783,153,1059,21764,178,3949,230,352,18,246,1017,471,44778,555,2046,385,226,33579,45268,XRF2,1,2022-08-30,12:14:27,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,400.0,35.12,35.12,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,145089,697,107982,98,1099,21155,200,4044,283,434,47,234,1090,549,44664,612,1972,40,212,34286,46988,XRF2,1,2022-08-30,12:14:47,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,450.0,35.17,35.17,44834612,SHLF10903511,30,1.25,6,9,10,12,Pd-Thick,139321,769,103757,113,1099,19960,241,3987,284,361,28,234,929,411,42466,383,2003,116,370,32520,44067,XRF2,1,2022-08-30,12:15:07,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,500.0,35.22,35.22,44834612,SHLF10903511,30,1.25,6,9,10,12,Pd-Thick,139298,637,106508,143,1080,19591,136,3956,209,347,13,216,888,516,42623,480,1825,204,215,32672,43518,XRF2,1,2022-08-30,12:15:26,YEON,2022-09-02 18:17:21,
395E,U1561,A,4,H,7,A,550.0,35.269999999999996,35.269999999999996,44834612,SHLF10903511,30,1.25,6,10,10,12,Pd-Thick,148588,889,118256,160,986,20360,168,4126,219,359,22,213,863,569,45870,504,2157,294,473,34756,46852,XRF2,1,2022-08-30,12:15:47,YEON,2022-09-02 18:17:21,
395E,U1561,A,5,H,1,A,100.0,35.300000000000004,35.300000000000004,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,146244,978,88051,358,1624,27235,241,4093,247,501,42,176,1158,899,41607,592,2785,420,335,34029,49250,XRF2,1,2022-08-30,12:48:15,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,150.0,35.35,35.35,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,148390,966,98318,240,1550,26612,339,4099,288,388,35,201,968,777,43676,679,2320,39,194,34289,49331,XRF2,1,2022-08-30,12:48:36,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,200.0,35.400000000000006,35.400000000000006,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,148462,871,105403,176,1498,24057,202,4135,312,331,36,273,1052,675,44057,673,2267,141,363,34555,48639,XRF2,1,2022-08-30,12:48:56,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,250.0,35.45,35.45,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,147941,854,102907,197,1380,23124,204,4022,371,415,44,245,1054,659,44255,473,2211,213,138,34554,48866,XRF2,1,2022-08-30,12:49:17,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,300.0,35.5,35.5,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,149961,1019,98248,235,1332,24968,204,4004,247,452,90,180,1089,820,43437,637,2501,242,257,35042,49786,XRF2,1,2022-08-30,12:49:37,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,350.0,35.550000000000004,35.550000000000004,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,149882,943,103170,225,1294,22877,91,4003,264,390,85,205,1108,705,44215,519,2304,190,400,35432,49010,XRF2,1,2022-08-30,12:49:58,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,400.0,35.6,35.6,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,149935,797,112593,210,1367,20616,193,4278,300,413,61,233,1080,513,44842,400,2326,171,388,34609,49002,XRF2,1,2022-08-30,12:50:17,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,450.0,35.650000000000006,35.650000000000006,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,146810,802,110888,167,1298,18552,167,3977,214,327,36,166,1052,520,44170,529,1872,94,175,34315,47656,XRF2,1,2022-08-30,12:50:38,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,500.0,35.7,35.7,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,147508,775,110157,135,1282,18507,191,4149,236,350,58,125,1031,488,45833,529,1928,180,19,34701,47167,XRF2,1,2022-08-30,12:50:59,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,550.0,35.75,35.75,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,148394,869,108855,133,1193,18884,205,4155,223,362,59,174,950,641,45827,657,2193,154,426,35059,47651,XRF2,1,2022-08-30,12:51:20,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,600.0,35.800000000000004,35.800000000000004,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,148991,755,111917,174,1154,16966,158,4134,195,331,34,140,964,596,46461,424,2093,210,320,35313,48771,XRF2,1,2022-08-30,12:51:41,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,650.0,35.85,35.85,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,149346,627,119795,91,1244,15571,146,4201,191,273,34,188,1019,347,46493,410,2106,177,501,35374,47876,XRF2,1,2022-08-30,12:52:01,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,700.0,35.900000000000006,35.900000000000006,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,149597,503,123641,74,1109,13289,169,4220,264,335,30,154,946,296,47989,520,1668,140,469,34769,46966,XRF2,1,2022-08-30,12:52:22,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,750.0,35.95,35.95,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,148074,527,122510,121,1063,13310,117,4163,198,282,32,139,962,345,46517,594,2050,137,284,35261,47270,XRF2,1,2022-08-30,12:52:41,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,800.0,36.0,36.0,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,147709,563,117481,159,1038,14418,137,4179,240,353,36,145,966,373,46151,547,1762,168,332,34974,47823,XRF2,1,2022-08-30,12:53:02,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,850.0,36.050000000000004,36.050000000000004,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,147203,621,118030,109,1060,15447,166,4122,213,345,35,154,906,516,45933,417,2027,252,112,34350,47004,XRF2,1,2022-08-30,12:53:22,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,900.0,36.1,36.1,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,146420,704,118813,166,1021,14393,235,4087,180,348,42,178,954,371,46398,423,1879,264,512,33689,48060,XRF2,1,2022-08-30,12:53:42,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,950.0,36.150000000000006,36.150000000000006,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,145467,731,116961,182,996,14296,169,4080,193,316,34,140,980,384,46129,282,1743,189,253,34108,46393,XRF2,1,2022-08-30,12:54:03,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1000.0,36.2,36.2,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,143789,607,109505,158,1192,15493,195,4164,280,320,41,174,999,425,45608,466,1872,360,444,33218,46703,XRF2,1,2022-08-30,12:54:22,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1050.0,36.25,36.25,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,144590,676,102536,198,1265,16714,141,4099,190,300,24,176,1145,455,44711,458,2057,9,257,33910,47013,XRF2,1,2022-08-30,12:54:43,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1100.0,36.300000000000004,36.300000000000004,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,144566,656,105414,117,1200,16389,168,4162,253,334,23,155,991,370,44568,627,1886,171,116,34206,46878,XRF2,1,2022-08-30,12:55:04,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1150.0,36.35,36.35,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,146244,797,108488,178,1355,18699,163,4101,212,317,30,174,1020,398,44529,641,2025,58,657,34472,47421,XRF2,1,2022-08-30,12:55:24,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1200.0,36.400000000000006,36.400000000000006,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,144599,756,109892,219,1447,19120,183,4186,276,352,28,149,920,452,43878,435,1963,156,188,33674,46142,XRF2,1,2022-08-30,12:55:44,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1250.0,36.45,36.45,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,147633,638,114428,62,1154,17229,158,4182,241,353,21,136,1039,466,45435,481,1734,158,198,34614,48283,XRF2,1,2022-08-30,12:56:05,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1300.0,36.5,36.5,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,145572,598,114004,210,1025,16547,196,4034,154,356,38,151,1015,337,44372,472,1839,126,503,34176,47893,XRF2,1,2022-08-30,12:56:26,YEON,2022-09-02 18:17:24,
395E,U1561,A,5,H,1,A,1350.0,36.550000000000004,36.550000000000004,44834632,SHLF10903751,30,1.25,6,10,10,12,Pd-Thick,144509,676,110769,169,1142,17359,135,4109,184,338,17,145,965,537,43419,475,1692,87,383,34127,47241,XRF2,1,2022-08-30,12:56:45,YEON,2022-09-02 18:17:24,
