Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CCSF-393-U1583-ABCDE-20220803-shipboard (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
393,U1583,E,2,H,1,A,1350.0,5.35,6.35,44855392,SHLF11654021,10,0.15,6,14,10,12,No-Filter,347681,-23,1947,31223,704,2303,60562,-4505,9940,1230059,3279,805,4954,32782,51509,XRF2,1,2022-11-20,10:51:18,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1400.0,5.4,6.4,44855392,SHLF11654021,10,0.15,6,14,10,12,No-Filter,340398,-8,2113,33312,703,2250,58075,-4213,11196,1197197,3420,740,4824,35643,50530,XRF2,1,2022-11-20,10:51:43,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,1,A,1450.0,5.45,6.45,44855392,SHLF11654021,10,0.15,6,14,10,12,No-Filter,351248,-36,1855,31301,641,2331,54640,-4028,9174,1265043,3166,883,3711,30698,50241,XRF2,1,2022-11-20,10:52:07,YEON,2022-12-15 20:32:20,
393,U1583,E,2,H,2,A,60.0,5.56,6.56,44855402,SHLF11654051,10,0.15,6,13,10,12,No-Filter,322073,-57,1674,30260,645,2131,49847,-3280,9293,1154067,2754,622,4443,29421,47924,XRF2,1,2022-11-20,11:29:17,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,100.0,5.6,6.6,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,337242,-33,1643,30379,636,1954,48738,-3878,8634,1222991,3117,810,4395,27338,49912,XRF2,1,2022-11-20,11:29:41,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,150.0,5.65,6.65,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,331047,21,2208,34413,863,2038,47097,-3654,10464,1180009,3216,510,5200,34398,49252,XRF2,1,2022-11-20,11:30:05,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,200.0,5.7,6.7,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,351442,18,1954,32398,627,2019,50018,-3866,8663,1277091,2895,786,4134,28623,50622,XRF2,1,2022-11-20,11:30:29,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,250.0,5.75,6.75,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,348054,-14,1704,29585,666,1920,48096,-3376,7106,1276478,2367,892,3829,24412,51447,XRF2,1,2022-11-20,11:30:54,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,300.0,5.8,6.8,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,345771,-34,2102,33646,673,2002,52067,-3771,10632,1232025,3143,926,5493,34256,51726,XRF2,1,2022-11-20,11:31:18,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,350.0,5.85,6.85,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,348718,8,2490,38142,694,2089,53385,-4233,12871,1228876,3906,677,5836,38422,50251,XRF2,1,2022-11-20,11:31:42,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,400.0,5.9,6.9,44855402,SHLF11654051,10,0.15,6,15,10,12,No-Filter,365956,-27,1827,31788,550,2274,51542,-4079,8131,1344076,2662,834,3886,25545,51120,XRF2,1,2022-11-20,11:32:07,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,450.0,5.95,6.95,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,359289,-44,2141,33586,553,2011,52031,-4679,8970,1301458,2770,572,4368,29473,50904,XRF2,1,2022-11-20,11:32:32,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,500.0,6.0,7.0,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,349845,-15,2144,35249,634,2572,56559,-4808,11415,1238644,3417,635,5432,35123,51752,XRF2,1,2022-11-20,11:32:57,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,550.0,6.05,7.05,44855402,SHLF11654051,10,0.15,6,16,10,12,No-Filter,389819,-24,1673,27874,657,2167,52855,-4901,5737,1456523,2293,916,3286,20267,53321,XRF2,1,2022-11-20,11:33:21,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,600.0,6.1,7.1,44855402,SHLF11654051,10,0.15,6,15,10,12,No-Filter,387396,16,1994,30984,594,2002,51730,-4565,8057,1432855,2425,833,4281,25173,52930,XRF2,1,2022-11-20,11:33:49,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,650.0,6.15,7.15,44855402,SHLF11654051,10,0.15,6,16,10,12,No-Filter,392172,-33,1845,29577,816,1812,48984,-4445,6075,1472159,2101,747,3626,20384,52815,XRF2,1,2022-11-20,11:34:16,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,700.0,6.2,7.2,44855402,SHLF11654051,10,0.15,6,15,10,12,No-Filter,375216,-49,1667,27274,653,1794,48117,-3846,5000,1409303,1758,806,3284,18464,52764,XRF2,1,2022-11-20,11:34:43,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,750.0,6.25,7.25,44855402,SHLF11654051,10,0.15,6,13,10,12,No-Filter,309852,38,2698,38682,768,1912,48452,-3324,14639,1057170,4209,854,7384,45130,49067,XRF2,1,2022-11-20,11:35:08,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,800.0,6.3,7.3,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,359623,-16,1953,31159,673,1794,49770,-3684,8942,1315333,2764,708,4695,28101,50947,XRF2,1,2022-11-20,11:35:32,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,850.0,6.35,7.35,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,338988,-43,2282,35569,620,1879,48549,-3216,12410,1203072,3512,727,5653,37633,50301,XRF2,1,2022-11-20,11:35:56,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,900.0,6.4,7.4,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,335677,-17,2101,34713,760,2062,49252,-3782,11719,1192070,3459,768,5494,35849,49959,XRF2,1,2022-11-20,11:36:20,YEON,2022-12-15 20:32:25,
393,U1583,E,2,H,2,A,920.0,6.42,7.42,44855402,SHLF11654051,10,0.15,6,14,10,12,No-Filter,352685,-26,1868,31721,554,1810,50363,-4036,9616,1277902,3245,699,4494,30306,51636,XRF2,1,2022-11-20,11:36:45,YEON,2022-12-15 20:32:25,
393,U1583,C,1,H,1,A,850.0,0.85,7.463,44853712,SHLF11640381,10,0.15,6,13,10,12,No-Filter,318214,5,2190,34877,640,2418,58794,-3315,13879,1085008,4012,709,6184,41979,50122,XRF2,1,2022-11-10,12:04:12,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,900.0,0.9,7.513000000000001,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,337674,27,1785,30344,600,2770,65060,-4062,10807,1176359,3026,914,5255,34142,52502,XRF2,1,2022-11-10,12:04:35,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,950.0,0.95,7.563000000000001,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,354982,-33,1318,26698,460,2301,62543,-4017,6937,1282279,2399,605,3217,22746,53540,XRF2,1,2022-11-10,12:04:59,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1000.0,1.0,7.613,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,345383,26,2810,41063,610,2320,58750,-4105,16900,1180988,4950,923,6393,47883,51553,XRF2,1,2022-11-10,12:05:23,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1030.0,1.03,7.643000000000001,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,359278,-15,1453,26448,614,2805,69726,-4678,7465,1282350,2795,583,4598,25922,54553,XRF2,1,2022-11-10,12:05:47,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1100.0,1.1,7.713000000000001,44853712,SHLF11640381,10,0.15,6,12,10,12,No-Filter,289857,-70,731,20769,546,1997,52235,-654,3546,1045509,1435,709,2368,14160,48409,XRF2,1,2022-11-10,12:06:14,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1150.0,1.15,7.763,44853712,SHLF11640381,10,0.15,6,13,10,12,No-Filter,310608,-19,1156,23750,395,2032,57369,-2484,4856,1115117,1976,464,2994,17664,49574,XRF2,1,2022-11-10,12:06:35,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1200.0,1.2,7.813000000000001,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,332303,-79,1132,23247,512,2444,59107,-3028,4755,1212686,1955,350,2745,16598,49947,XRF2,1,2022-11-10,12:06:57,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1250.0,1.25,7.863,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,333964,-66,1422,26952,614,2337,60515,-3119,7132,1198755,2322,823,3392,23726,50726,XRF2,1,2022-11-10,12:07:21,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1300.0,1.3,7.913,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,348311,-35,1729,28786,623,2338,57166,-3675,7644,1258435,2524,562,4888,26247,51727,XRF2,1,2022-11-10,12:07:45,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1350.0,1.35,7.963000000000001,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,343930,-37,1413,26987,549,2264,58552,-4215,6734,1245536,1944,384,3810,23341,51468,XRF2,1,2022-11-10,12:08:09,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1400.0,1.4,8.013,44853712,SHLF11640381,10,0.15,6,13,10,12,No-Filter,328773,14,1288,24385,467,2633,69285,-4365,6165,1167453,1888,670,3675,22581,51602,XRF2,1,2022-11-10,12:08:35,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1450.0,1.45,8.063,44853712,SHLF11640381,10,0.15,6,14,10,12,No-Filter,353194,-7,1326,25151,456,2270,59944,-3882,5371,1295643,1986,638,3172,18855,52084,XRF2,1,2022-11-10,12:08:59,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,1,A,1500.0,1.5,8.113,44853712,SHLF11640381,10,0.15,6,11,10,12,No-Filter,231850,-36,1062,21789,515,1772,44771,229,4063,798974,2012,619,2350,14732,41913,XRF2,1,2022-11-10,12:09:24,YEON,2022-12-15 19:50:11,
393,U1583,C,1,H,2,A,50.0,1.55,8.163,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,324356,-20,1491,27759,557,2215,64720,-4522,7569,1140747,2878,844,3507,24321,51695,XRF2,1,2022-11-10,13:31:08,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,100.0,1.6,8.213,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,314657,-2,1419,27629,440,2508,70049,-4572,9249,1078640,3017,565,4105,28475,52626,XRF2,1,2022-11-10,13:31:30,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,150.0,1.65,8.263,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,351098,8,1201,23638,512,2403,64380,-4613,4340,1280941,1975,723,2482,16161,53846,XRF2,1,2022-11-10,13:31:53,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,200.0,1.7,8.312999999999999,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,349662,-34,1267,24485,526,2364,63177,-4818,4650,1273589,2042,600,2374,17192,53979,XRF2,1,2022-11-10,13:32:18,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,250.0,1.75,8.363,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,344396,-42,1112,22705,437,2404,66284,-4450,3679,1252284,1603,680,2678,14842,52876,XRF2,1,2022-11-10,13:32:42,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,290.0,1.79,8.402999999999999,44853722,SHLF11640411,10,0.15,6,15,10,12,No-Filter,370319,-36,1316,24912,537,2344,59955,-4986,4614,1368628,1954,575,2724,17144,54531,XRF2,1,2022-11-10,13:33:06,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,340.0,1.84,8.453,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,322199,-51,998,22720,386,2610,69829,-4678,4979,1138311,1853,456,2773,18001,52987,XRF2,1,2022-11-10,13:33:30,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,400.0,1.9,8.513,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,320292,-8,1396,26330,523,2582,69805,-4765,7497,1112301,2408,546,3774,25665,53104,XRF2,1,2022-11-10,13:33:53,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,450.0,1.95,8.562999999999999,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,321055,-17,1649,29229,437,2490,65349,-4012,10240,1108971,3086,948,4987,31791,52134,XRF2,1,2022-11-10,13:34:15,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,500.0,2.0,8.613,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,312011,-22,1431,27731,473,2543,70842,-4914,9673,1060739,2892,840,5052,31650,52726,XRF2,1,2022-11-10,13:34:38,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,550.0,2.05,8.663,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,357537,-65,1588,27988,639,2677,65950,-5105,8048,1276425,2400,483,4565,26851,55114,XRF2,1,2022-11-10,13:35:00,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,600.0,2.1,8.713,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,350535,-44,1309,24715,521,2593,71369,-5410,6759,1245649,2446,581,4235,23811,55501,XRF2,1,2022-11-10,13:35:24,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,650.0,2.15,8.763,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,329026,-37,1201,23691,370,2589,67515,-4539,6018,1172178,2370,696,3622,21504,52176,XRF2,1,2022-11-10,13:35:49,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,700.0,2.2,8.812999999999999,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,353627,-16,1499,26875,774,2179,58480,-3822,7441,1283523,2629,621,3544,24547,52891,XRF2,1,2022-11-10,13:36:13,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,740.0,2.24,8.853,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,343844,-41,1528,26984,613,2676,64603,-4416,7779,1222972,2397,494,4120,26508,52584,XRF2,1,2022-11-10,13:36:37,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,800.0,2.3,8.913,44853722,SHLF11640411,10,0.15,6,13,10,12,No-Filter,327825,-45,1568,28103,502,2603,67510,-4080,9175,1135023,2915,475,5412,32314,52823,XRF2,1,2022-11-10,13:37:03,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,850.0,2.35,8.963,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,341604,-52,1184,24701,503,2346,65431,-4318,5581,1223818,2027,877,3667,21811,52700,XRF2,1,2022-11-10,13:37:27,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,900.0,2.4,9.013,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,350288,-54,1127,22589,577,2266,66010,-4283,4422,1270149,1841,740,2763,17447,54576,XRF2,1,2022-11-10,13:37:50,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,950.0,2.45,9.062999999999999,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,353021,-55,1309,27267,402,2128,60142,-4106,7757,1273687,2418,683,3926,25640,52380,XRF2,1,2022-11-10,13:38:15,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1000.0,2.5,9.113,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,344159,19,1838,30457,651,2431,60986,-4652,10227,1215448,2791,829,5376,32637,52591,XRF2,1,2022-11-10,13:38:39,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1050.0,2.55,9.163,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,340072,-48,2119,34465,656,2558,61292,-3945,13921,1168328,3883,651,7263,45735,52190,XRF2,1,2022-11-10,13:39:03,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1100.0,2.6,9.213,44853722,SHLF11640411,10,0.15,6,15,10,12,No-Filter,370939,27,1542,26973,448,2124,57270,-4074,7480,1358408,2230,391,4082,25264,52909,XRF2,1,2022-11-10,13:39:27,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1150.0,2.65,9.263,44853722,SHLF11640411,10,0.15,6,15,10,12,No-Filter,379384,-19,1453,26064,633,2069,56732,-3806,5897,1407676,2047,426,3115,19713,53266,XRF2,1,2022-11-10,13:39:52,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1200.0,2.7,9.312999999999999,44853722,SHLF11640411,10,0.15,6,15,10,12,No-Filter,365383,-22,1410,26907,641,2292,60051,-4262,6953,1339798,2346,665,3787,22060,52451,XRF2,1,2022-11-10,13:40:16,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1250.0,2.75,9.363,44853722,SHLF11640411,10,0.15,6,15,10,12,No-Filter,364870,-32,1344,25962,535,2182,57960,-4490,5868,1342551,2147,830,3614,20428,52700,XRF2,1,2022-11-10,13:40:41,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1300.0,2.8,9.413,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,352887,-32,1234,23878,510,2395,64919,-4340,5373,1282573,1801,673,2672,18129,53755,XRF2,1,2022-11-10,13:41:05,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1350.0,2.85,9.463,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,346282,-13,1191,24233,366,2462,68528,-4470,6014,1243666,1859,684,3001,20672,53047,XRF2,1,2022-11-10,13:41:30,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,2,A,1400.0,2.9,9.513,44853722,SHLF11640411,10,0.15,6,14,10,12,No-Filter,349659,-58,876,20545,453,2665,67709,-3732,3104,1276801,1578,356,2525,13225,53516,XRF2,1,2022-11-10,13:41:54,YEON,2022-12-15 19:50:16,
393,U1583,C,1,H,3,A,60.0,3.06,9.673,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,375514,-3,1031,21163,619,2284,60865,-4589,2742,1409204,1155,625,2083,11376,53286,XRF2,1,2022-11-10,14:22:26,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,80.0,3.08,9.693,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,368783,-52,915,21400,565,2368,69505,-4848,3018,1358248,1175,734,2300,13176,54725,XRF2,1,2022-11-10,14:22:51,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,100.0,3.1,9.713,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,363119,-18,902,20097,376,2726,74031,-4759,2853,1326141,1095,544,2066,12551,55126,XRF2,1,2022-11-10,14:23:15,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,120.0,3.12,9.732999999999999,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,358411,-41,859,20306,659,2627,66733,-3929,2728,1323342,1512,610,1929,11669,53266,XRF2,1,2022-11-10,14:23:40,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,140.0,3.14,9.753,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,355925,-52,1024,21001,667,2607,67013,-4631,2762,1311679,1604,896,2080,12355,52616,XRF2,1,2022-11-10,14:24:04,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,160.0,3.16,9.773,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,353158,-18,980,21564,500,2222,61720,-4392,3013,1305660,1363,684,2103,13672,52623,XRF2,1,2022-11-10,14:24:29,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,180.0,3.18,9.793,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,365212,-9,1200,23623,589,2314,57981,-3885,3545,1362141,1392,679,2835,15005,52365,XRF2,1,2022-11-10,14:24:53,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,200.0,3.2,9.812999999999999,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,354152,6,1371,25375,694,2307,56681,-3499,5080,1309324,1978,388,2951,17163,51266,XRF2,1,2022-11-10,14:25:18,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,220.0,3.22,9.833,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,361583,-2,1484,26773,649,2078,53704,-3598,5825,1343503,2040,751,2959,18585,52100,XRF2,1,2022-11-10,14:25:42,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,240.0,3.24,9.853,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,355436,-55,1280,25923,547,1952,53560,-4126,5363,1315269,2141,534,3250,18302,51619,XRF2,1,2022-11-10,14:26:07,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,260.0,3.26,9.873,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,340397,0,1666,29285,636,1954,52628,-3446,7802,1238875,2673,894,3306,24425,50295,XRF2,1,2022-11-10,14:26:31,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,280.0,3.2800000000000002,9.892999999999999,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,331147,35,1787,30063,539,1957,52601,-3386,9558,1186890,2749,759,3971,27328,50560,XRF2,1,2022-11-10,14:26:55,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,300.0,3.3,9.913,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,333921,5,1679,29211,294,1883,50146,-3248,8122,1210962,2497,829,3734,25180,50261,XRF2,1,2022-11-10,14:27:19,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,320.0,3.32,9.933,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,330245,-18,1708,28996,711,1920,50505,-2711,8809,1188241,2862,595,4329,27700,50905,XRF2,1,2022-11-10,14:27:43,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,340.0,3.34,9.953,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,333927,-30,1874,32918,508,1691,47063,-3235,11123,1195673,3264,755,5241,31423,50892,XRF2,1,2022-11-10,14:28:07,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,360.0,3.36,9.972999999999999,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,333400,-71,1829,32267,592,1749,50381,-3518,10529,1189959,2874,582,5213,32130,51604,XRF2,1,2022-11-10,14:28:31,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,380.0,3.38,9.993,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,356702,-32,1474,27640,827,1707,49241,-3799,6813,1319628,2127,792,3617,21931,51783,XRF2,1,2022-11-10,14:28:55,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,400.0,3.4,10.013,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,360093,6,1625,28978,600,1826,50916,-3965,7740,1325257,2474,606,3780,23841,52952,XRF2,1,2022-11-10,14:29:20,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,420.0,3.42,10.033,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,371873,-4,1532,25536,335,1659,52878,-4193,5424,1389318,1988,627,3154,18030,53105,XRF2,1,2022-11-10,14:29:45,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,440.0,3.44,10.052999999999999,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,355791,29,1186,24485,717,2125,57849,-4289,4915,1311936,1981,662,3619,17618,52896,XRF2,1,2022-11-10,14:30:09,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,460.0,3.46,10.073,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,332459,-30,1286,25389,553,2048,57913,-3687,6339,1203299,2296,561,3331,21241,51187,XRF2,1,2022-11-10,14:30:34,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,480.0,3.48,10.093,44853732,SHLF11640441,10,0.15,6,13,10,12,No-Filter,324049,-45,1641,30351,500,1974,56198,-3546,9950,1143608,2806,325,4893,30249,50828,XRF2,1,2022-11-10,14:30:58,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,500.0,3.5,10.113,44853732,SHLF11640441,10,0.15,6,13,10,12,No-Filter,318206,-52,1512,28669,547,2175,61109,-3455,10733,1106590,3010,508,5032,32444,50929,XRF2,1,2022-11-10,14:31:21,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,520.0,3.52,10.133,44853732,SHLF11640441,10,0.15,6,13,10,12,No-Filter,317871,-47,1636,29021,465,2280,61717,-4049,10001,1105117,3069,467,4571,30654,51555,XRF2,1,2022-11-10,14:31:43,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,540.0,3.54,10.152999999999999,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,363993,-37,1508,27080,705,2129,49940,-3713,6594,1351657,2130,788,3236,20812,52714,XRF2,1,2022-11-10,14:32:06,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,560.0,3.56,10.173,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,368693,-53,1710,30337,644,1706,47278,-4160,8031,1362689,2504,608,3776,25057,53033,XRF2,1,2022-11-10,14:32:31,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,580.0,3.58,10.193,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,352468,-42,1955,31592,681,1767,47559,-3735,9180,1288849,2810,707,4665,26846,50874,XRF2,1,2022-11-10,14:32:55,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,600.0,3.6,10.213,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,337572,-6,2110,34620,379,1774,46253,-3736,11872,1208428,3241,818,4772,33340,50196,XRF2,1,2022-11-10,14:33:20,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,620.0,3.62,10.232999999999999,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,341084,-30,2009,32141,739,1819,47417,-3402,9878,1234478,2664,671,4692,28896,50363,XRF2,1,2022-11-10,14:33:44,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,640.0,3.64,10.253,44853732,SHLF11640441,10,0.15,6,14,10,12,No-Filter,352462,-17,1624,28080,805,1653,45172,-3388,7194,1305779,2297,490,3561,22550,51701,XRF2,1,2022-11-10,14:34:08,YEON,2022-12-15 19:50:19,
393,U1583,C,1,H,3,A,660.0,3.66,10.273,44853732,SHLF11640441,10,0.15,6,15,10,12,No-Filter,367635,-42,1309,24466,634,1497,41135,-3098,3939,1399959,1411,654,2340,14303,52114,XRF2,1,2022-11-10,14:34:33,YEON,2022-12-15 19:50:19,
